ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00764,217,1,2026-05-29,43,22,0.0,val,1,0.0030618437455971
S01712,217,1,2026-05-29,33,23,0.0042904746283602,val,1,0.0029774998960418
S01714,217,1,2026-05-29,53,19,0.0100697851451131,val,1,0.0031448401743378
S01717,217,1,2026-05-29,55,27,0.0029777953529616,val,1,0.0032184038698717
S08609,217,1,2026-05-29,36,32,0.0,val,1,0.0028563751584731
S14068,217,1,2026-05-29,48,21,0.005546070324618,val,1,0.0029329730677388
S14722,217,1,2026-05-29,16,22,0.0,val,1,0.0030655718255299
S19066,217,1,2026-05-29,21,17,0.0122407763164376,val,1,0.0032163174580262
S21307,217,1,2026-05-29,44,13,0.0,val,1,0.0032002579397104
S22767,217,1,2026-05-29,30,14,0.0047284247780875,val,1,0.003108214841959
S33951,217,1,2026-05-29,36,27,0.0,val,1,0.0031253120562738
S35803,217,1,2026-05-29,47,16,0.002007959113589,val,1,0.0031944499707965
S40858,217,1,2026-05-29,50,22,0.0042108830569147,val,1,0.0031522202757276
S43179,217,1,2026-05-29,34,30,0.001880428223071,val,1,0.002987008153413
S00764,217,1,2026-05-29,40,22,0.0,val,2,0.002988507981519
S01712,217,1,2026-05-29,35,23,0.0042904746283602,val,2,0.003105261743543
S01714,217,1,2026-05-29,55,19,0.0100697851451131,val,2,0.0031693709661816
S01717,217,1,2026-05-29,57,27,0.0029777953529616,val,2,0.0030540168575221
S08609,217,1,2026-05-29,37,11,0.0,val,2,0.0024811346840604
S14068,217,1,2026-05-29,50,21,0.005546070324618,val,2,0.0031695965606928
S14722,217,1,2026-05-29,14,22,0.0,val,2,0.0031138803467442
S19066,217,1,2026-05-29,23,17,0.0122407763164376,val,2,0.0031817033695514
S21307,217,1,2026-05-29,45,13,0.0,val,2,0.003238668316026
S22767,217,1,2026-05-29,28,14,0.0047284247780875,val,2,0.0031739061454935
S33951,217,1,2026-05-29,38,27,0.0,val,2,0.0029397635309742
S35803,217,1,2026-05-29,45,16,0.002007959113589,val,2,0.0032391662420997
S40858,217,1,2026-05-29,48,22,0.0042108830569147,val,2,0.0031066487085512
S43179,217,1,2026-05-29,32,30,0.001880428223071,val,2,0.0030317867606495
S00764,217,1,2026-05-29,47,22,0.0,val,3,0.003147990229392
S01712,217,1,2026-05-29,29,23,0.0042904746283602,val,3,0.0031197438823906
S01714,217,1,2026-05-29,48,19,0.0100697851451131,val,3,0.0029855802050464
S01717,217,1,2026-05-29,51,27,0.0029777953529616,val,3,0.0029566071567874
S08609,217,1,2026-05-29,40,32,0.0,val,3,0.0028159254778347
S14068,217,1,2026-05-29,44,21,0.005546070324618,val,3,0.0031927821422755
S14722,217,1,2026-05-29,20,22,0.0,val,3,0.0032348329546953
S19066,217,1,2026-05-29,17,17,0.0122407763164376,val,3,0.0031775864654061
S21307,217,1,2026-05-29,42,13,0.0,val,3,0.0032263528899092
S22767,217,1,2026-05-29,34,14,0.0047284247780875,val,3,0.0031885459285372
S33951,217,1,2026-05-29,32,27,0.0,val,3,0.0029660204532539
S35803,217,1,2026-05-29,51,16,0.002007959113589,val,3,0.0031584802437108
S40858,217,1,2026-05-29,54,22,0.0042108830569147,val,3,0.0031527443222323
S43179,217,1,2026-05-29,36,30,0.001880428223071,val,3,0.0030273083147468
S00764,217,1,2026-05-29,45,22,0.0,val,4,0.0031560734909503
S01712,217,1,2026-05-29,31,23,0.0042904746283602,val,4,0.0030707630671447
S01714,217,1,2026-05-29,51,19,0.0100697851451131,val,4,0.0031327990005242
S01717,217,1,2026-05-29,53,27,0.0029777953529616,val,4,0.0031456544343867
S08609,217,1,2026-05-29,38,32,0.0,val,4,0.0029383166971006
S14068,217,1,2026-05-29,46,21,0.005546070324618,val,4,0.003153840621858
S14722,217,1,2026-05-29,18,22,0.0,val,4,0.0030469376329164
S19066,217,1,2026-05-29,19,17,0.0122407763164376,val,4,0.0031160845628418
S21307,217,1,2026-05-29,43,13,0.0,val,4,0.0031713678172657
