ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S05837,137,1,2026-05-17,45,29,0.0114571566887203,val,1,0.0031925627176425
S06661,137,1,2026-05-17,55,18,0.0030988901359271,val,1,0.0034011465467836
S06701,137,1,2026-05-17,28,23,0.0,val,1,0.0033448521587243
S06706,137,1,2026-05-17,35,25,0.0,val,1,0.0033720141501722
S12530,137,1,2026-05-17,54,27,0.0,val,1,0.0031970260987425
S16786,137,1,2026-05-17,40,16,0.0025308849440353,val,1,0.0033681732382121
S23529,137,1,2026-05-17,25,13,0.0,val,1,0.0024670676282147
S28007,137,1,2026-05-17,37,13,0.0,val,1,0.0033599348285839
S28017,137,1,2026-05-17,41,31,0.0047324544489356,val,1,0.0030462038034837
S28021,137,1,2026-05-17,22,21,0.0,val,1,0.0033429446614195
S38508,137,1,2026-05-17,36,13,0.0028197141706239,val,1,0.0033806119408754
S40209,137,1,2026-05-17,36,15,0.0077648363838047,val,1,0.0034004924265094
S40718,137,1,2026-05-17,36,20,0.0063223508459483,val,1,0.0033508303528782
S40720,137,1,2026-05-17,37,30,0.0,val,1,0.0032100929718621
S41391,137,1,2026-05-17,37,20,0.0,val,1,0.003326326057208
S41542,137,1,2026-05-17,17,20,0.0,val,1,0.003246969573758
S42331,137,1,2026-05-17,55,15,0.0117725945078231,val,1,0.0033413854776901
S43427,137,1,2026-05-17,58,24,0.0048588584713268,val,1,0.0033250939378704
S05837,137,1,2026-05-17,46,29,0.0114571566887203,val,2,0.0031730876053958
S06661,137,1,2026-05-17,53,18,0.0030988901359271,val,2,0.0033611272929361
S06701,137,1,2026-05-17,30,23,0.0,val,2,0.0033880912313753
S06706,137,1,2026-05-17,37,25,0.0,val,2,0.0032920462571431
S12530,137,1,2026-05-17,56,27,0.0,val,2,0.0032153666840028
S16786,137,1,2026-05-17,38,16,0.0025308849440353,val,2,0.003344971334647
S23529,137,1,2026-05-17,22,14,0.0,val,2,0.0023253082069606
S28007,137,1,2026-05-17,39,13,0.0,val,2,0.0033736527668143
S28017,137,1,2026-05-17,42,31,0.0047324544489356,val,2,0.0031153006695229
S28021,137,1,2026-05-17,24,21,0.0,val,2,0.003328971960764
S38508,137,1,2026-05-17,38,13,0.0028197141706239,val,2,0.0033722493786473
S40209,137,1,2026-05-17,38,15,0.0077648363838047,val,2,0.0033363515614743
S40718,137,1,2026-05-17,34,20,0.0063223508459483,val,2,0.003335408183739
S40720,137,1,2026-05-17,35,30,0.0,val,2,0.0031811226563281
S41391,137,1,2026-05-17,35,20,0.0,val,2,0.0033182757334397
S41542,137,1,2026-05-17,16,21,0.0,val,2,0.0033821337631035
S42331,137,1,2026-05-17,57,15,0.0117725945078231,val,2,0.0032665331884773
S43427,137,1,2026-05-17,57,24,0.0048588584713268,val,2,0.003345205598434
S05837,137,1,2026-05-17,43,29,0.0114571566887203,val,3,0.0031861206675399
S06661,137,1,2026-05-17,60,18,0.0030988901359271,val,3,0.0033478731106791
S06701,137,1,2026-05-17,23,23,0.0,val,3,0.0033080329129461
S06706,137,1,2026-05-17,30,25,0.0,val,3,0.0033499725752293
S12530,137,1,2026-05-17,50,27,0.0,val,3,0.0031996896966462
S16786,137,1,2026-05-17,44,16,0.0025308849440353,val,3,0.0033765282337964
S23529,137,1,2026-05-17,30,12,0.0,val,3,0.0021066523604331
S28007,137,1,2026-05-17,33,13,0.0,val,3,0.0033778264156967
S28017,137,1,2026-05-17,39,31,0.0047324544489356,val,3,0.0031720543495579
S28021,137,1,2026-05-17,18,21,0.0,val,3,0.0033506520186901
S38508,137,1,2026-05-17,32,13,0.0028197141706239,val,3,0.0033645498348572
S40209,137,1,2026-05-17,32,15,0.0077648363838047,val,3,0.003373397345876
S40718,137,1,2026-05-17,41,20,0.0063223508459483,val,3,0.0033132401396194
S40720,137,1,2026-05-17,41,30,0.0,val,3,0.0032122138943808
S41391,137,1,2026-05-17,42,20,0.0,val,3,0.0033132431332411
S41542,137,1,2026-05-17,21,20,0.0,val,3,0.0033591379623681
S42331,137,1,2026-05-17,50,15,0.0117725945078231,val,3,0.0033760866546467
S43427,137,1,2026-05-17,60,24,0.0048588584713268,val,3,0.0033437731793122
S05837,137,1,2026-05-17,44,29,0.0114571566887203,val,4,0.0032065072103999
S06661,137,1,2026-05-17,57,18,0.0030988901359271,val,4,0.0033597238438065
S06701,137,1,2026-05-17,26,23,0.0,val,4,0.0033587940005224
S06706,137,1,2026-05-17,33,25,0.0,val,4,0.0033776708327368
S12530,137,1,2026-05-17,52,27,0.0,val,4,0.0032000958150198
S16786,137,1,2026-05-17,42,16,0.0025308849440353,val,4,0.0033564013102479
S23529,137,1,2026-05-17,28,12,0.0,val,4,0.0019894101367073
S28007,137,1,2026-05-17,35,13,0.0,val,4,0.0033728902256262
S28017,137,1,2026-05-17,40,31,0.0047324544489356,val,4,0.0031238490618935
S28021,137,1,2026-05-17,20,21,0.0,val,4,0.0033279043965701
