ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00466,56,19,2025-11-29,43,17,0.0,val,1,0.0023991413419853
S00468,56,25,2025-11-29,43,12,0.002437457393539,val,1,0.0018400107780266
S00490,56,8,2025-11-29,33,16,0.0,val,1,0.0013236890216793
S00492,56,6,2025-11-29,34,25,0.0,val,1,0.0015971382617702
S00494,56,4,2025-11-29,45,24,0.0,val,1,0.0013155458110097
S00596,56,12,2025-11-29,21,29,0.0,val,1,0.0016573900642996
S00663,56,24,2025-11-29,55,27,0.0,val,1,0.0019656792142971
S00672,56,10,2025-11-29,26,15,0.0,val,1,0.0024668763969154
S00730,56,20,2025-11-29,23,25,0.0,val,1,0.002750310182967
S00756,56,8,2025-11-29,29,26,0.0055525763060285,val,1,0.0016134549249632
S00878,56,25,2025-11-29,32,25,0.0,val,1,0.0020021998807417
S00882,56,14,2025-11-29,48,14,0.0,val,1,0.0017988182797106
S00904,56,18,2025-11-29,63,26,0.0,val,1,0.0014215743772798
S01131,56,14,2025-11-29,19,17,0.0,val,1,0.0019737925329573
S01864,56,15,2025-11-29,33,31,0.0059010709790791,val,1,0.0029180082845766
S01871,56,18,2025-11-29,52,18,0.0058480048243098,val,1,0.0028554018371958
S01879,56,4,2025-11-29,55,14,0.0014740994498079,val,1,0.0015301216264394
S01983,56,18,2025-11-29,47,16,0.0,val,1,0.0028803390477654
S01987,56,15,2025-11-29,61,17,0.0,val,1,0.0028729169967909
S01989,56,23,2025-11-29,35,13,0.0,val,1,0.0022586689442266
S01995,56,10,2025-11-29,46,25,0.0,val,1,0.0015699333260251
S02377,56,24,2025-11-29,14,25,0.0,val,1,0.0017295941095949
S02738,56,23,2025-11-29,60,17,0.0,val,1,0.0024127607424261
S02740,56,15,2025-11-29,57,24,0.0,val,1,0.0028039771294747
S02746,56,15,2025-11-29,48,27,0.0,val,1,0.0026501527552549
S02749,56,14,2025-11-29,52,16,0.0,val,1,0.0019162086494517
