ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00159,46,25,2025-11-24,29,28,0.0044285835215704,val,1,0.0013300492481305
S00933,46,24,2025-11-24,35,32,0.0,val,1,0.0017989617046987
S00961,46,9,2025-11-24,29,23,0.0,val,1,0.003001762917353
S00964,46,16,2025-11-24,58,22,0.0,val,1,0.0027001182371755
S01071,46,24,2025-11-24,59,17,0.0,val,1,0.0018436020954717
S01659,46,9,2025-11-24,22,21,0.0,val,1,0.0030143399965263
S01661,46,3,2025-11-24,48,27,0.0,val,1,0.0029814499629987
S02048,46,24,2025-11-24,39,16,0.0,val,1,0.0018966229705204
S02610,46,9,2025-11-24,26,18,0.0,val,1,0.0029306017086603
S02695,46,16,2025-11-24,33,12,0.0,val,1,0.0026540862966732
S02774,46,24,2025-11-24,31,31,0.0,val,1,0.0019360639023976
S02826,46,16,2025-11-24,49,28,0.0,val,1,0.0029336654770267
S03128,46,11,2025-11-24,19,28,0.0,val,1,0.0020878692292907
S03767,46,24,2025-11-24,50,13,0.0,val,1,0.0017968851958239
S03768,46,25,2025-11-24,27,30,0.0,val,1,0.0006813259855941
S03820,46,9,2025-11-24,29,31,0.0,val,1,0.0025663914856541
S04334,46,11,2025-11-24,37,24,0.0,val,1,0.003181222711357
S04342,46,3,2025-11-24,54,17,0.0,val,1,0.0031129563228401
S04345,46,9,2025-11-24,45,22,0.0,val,1,0.0028967639137662
S05015,46,19,2025-11-24,45,21,0.0,val,1,0.0030834262868683
S05020,46,6,2025-11-24,30,29,0.0,val,1,0.0030166087553856
S05470,46,6,2025-11-24,48,18,0.0017372398509539,val,1,0.003025327181724
S05472,46,3,2025-11-24,60,25,0.0017263778023245,val,1,0.002820325046708
S06287,46,9,2025-11-24,17,24,0.0060999932495044,val,1,0.003050454437259
S06289,46,16,2025-11-24,31,25,0.0045533669262482,val,1,0.0029584226377593
S06290,46,9,2025-11-24,37,12,0.0046809953472601,val,1,0.0026199375471927
S06291,46,6,2025-11-24,59,16,0.006186208613393,val,1,0.0027563064677679
S06298,46,19,2025-11-24,53,21,0.0030445316352565,val,1,0.0030565132072451
S06299,46,16,2025-11-24,53,16,0.0,val,1,0.0028665548813889
S06423,46,25,2025-11-24,36,14,0.0,val,1,0.0008767993095644
S08568,46,9,2025-11-24,28,26,0.006783454921417,val,1,0.0029529552827977
S08574,46,6,2025-11-24,30,15,0.0047041674948651,val,1,0.0029952704307003
S09373,46,24,2025-11-24,60,20,0.0,val,1,0.0023643467897067
S09959,46,24,2025-11-24,24,24,0.0064685241873347,val,1,0.0027116982455326
S09965,46,24,2025-11-24,22,27,0.0066718752936564,val,1,0.0023791527211645
S09988,46,25,2025-11-24,31,15,0.007905326949689,val,1,0.0007710350729917
S10242,46,25,2025-11-24,61,27,0.0,val,1,0.0007915877863412
S10245,46,25,2025-11-24,49,17,0.0,val,1,0.0008548076014312
S10452,46,25,2025-11-24,22,26,0.0,val,1,0.0009495760016089
S10673,46,9,2025-11-24,14,21,0.0,val,1,0.0029425171215033
S10677,46,11,2025-11-24,57,18,0.0,val,1,0.0030961512855914
S11431,46,6,2025-11-24,45,12,0.0097122258900493,val,1,0.0027231153128518
S11432,46,19,2025-11-24,53,14,0.007950791479695,val,1,0.0027645369547838
S11439,46,19,2025-11-24,52,19,0.003170411196591,val,1,0.0031363218492207
S11441,46,19,2025-11-24,27,27,0.0145325279664486,val,1,0.0030714802135934
S11448,46,16,2025-11-24,45,20,0.0145121595127852,val,1,0.0030266016400721
S12190,46,24,2025-11-24,17,22,0.0,val,1,0.0026301532953107
S12196,46,3,2025-11-24,51,30,0.0,val,1,0.0030901359325257
S12219,46,25,2025-11-24,25,22,0.0052345819443786,val,1,0.0009375830832036
S12657,46,25,2025-11-24,49,23,0.0,val,1,0.0008625294698464
S12943,46,16,2025-11-24,25,22,0.0,val,1,0.002947162474759
S14042,46,25,2025-11-24,37,29,0.0055791293415055,val,1,0.0016442193228539
S14138,46,3,2025-11-24,46,31,0.0,val,1,0.0027791554337832
S15105,46,25,2025-11-24,34,21,0.0,val,1,0.0009559892689268
S15239,46,11,2025-11-24,32,28,0.0040958444073593,val,1,0.0031078798545769
S15247,46,19,2025-11-24,41,14,0.014326600366504,val,1,0.0030257773125992
S15251,46,6,2025-11-24,46,27,0.0021007692957984,val,1,0.0030908129927915
S15370,46,24,2025-11-24,54,13,0.0,val,1,0.0016350736750032
S16024,46,9,2025-11-24,23,25,0.0,val,1,0.0030753122813181
S16025,46,16,2025-11-24,30,24,0.0,val,1,0.0029316053007118
S16027,46,6,2025-11-24,49,23,0.009218145464932,val,1,0.0031687998814329
S16033,46,6,2025-11-24,45,23,0.0,val,1,0.0031433253971177
S16520,46,16,2025-11-24,57,15,0.0,val,1,0.0025695739835942
S16521,46,16,2025-11-24,46,30,0.0,val,1,0.0026327806860636
S17575,46,11,2025-11-24,51,23,0.0038501046577745,val,1,0.0031846107680122
S17576,46,9,2025-11-24,46,21,0.008998732572877,val,1,0.002903997243864
S17577,46,19,2025-11-24,60,24,0.0192847987913048,val,1,0.0028353880242783
S17582,46,24,2025-11-24,62,19,0.016399954818264,val,1,0.002023145062122
S17591,46,3,2025-11-24,27,21,0.0378340781554374,val,1,0.003160020585032
S17593,46,16,2025-11-24,39,16,0.0112983647303093,val,1,0.0029684899961262
S17594,46,19,2025-11-24,36,25,0.0165098980173301,val,1,0.003159215565716
S17595,46,16,2025-11-24,20,22,0.0066295457836927,val,1,0.0029903044053037
S17992,46,19,2025-11-24,37,21,0.0,val,1,0.0028501328551052
S17999,46,11,2025-11-24,46,23,0.0,val,1,0.0031905936223548
S18866,46,16,2025-11-24,19,16,0.0083243306618429,val,1,0.0029197198011309
S18868,46,24,2025-11-24,44,26,0.0107739465594908,val,1,0.002236989218737
S18870,46,9,2025-11-24,27,25,0.0128807365604286,val,1,0.0030025899126217
S19188,46,3,2025-11-24,45,15,0.0,val,1,0.0031640607628679
S19201,46,25,2025-11-24,43,21,0.0069930315917589,val,1,0.0010061612615149
S19208,46,24,2025-11-24,27,16,0.0,val,1,0.0018899072964921
S19606,46,24,2025-11-24,51,15,0.0,val,1,0.0018036735261775
S19794,46,19,2025-11-24,41,30,0.0,val,1,0.0029569362309285
S19795,46,19,2025-11-24,42,29,0.004271961492178,val,1,0.0031085534915315
S19797,46,11,2025-11-24,24,15,0.0,val,1,0.0026522564486375
S20275,46,11,2025-11-24,52,16,0.0,val,1,0.0030670784048081
S20280,46,24,2025-11-24,46,19,0.0,val,1,0.0021311160487269
S20281,46,6,2025-11-24,37,30,0.0038942823785681,val,1,0.0028762724416535
S20282,46,6,2025-11-24,57,16,0.0,val,1,0.0027677107620875
