ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00494,117,1,2026-04-27,45,24,0.0,val,1,0.0013155458110097
S01879,117,1,2026-04-27,55,14,0.0014740994498079,val,1,0.0015301216264394
S05151,117,1,2026-04-27,29,12,0.0,val,1,0.002198353890989
S08826,117,1,2026-04-27,17,20,0.0,val,1,0.0015193627349546
S09257,117,1,2026-04-27,36,17,0.0,val,1,0.0011966151471102
S09426,117,1,2026-04-27,23,26,0.0,val,1,0.0024408872527458
S10564,117,1,2026-04-27,49,21,0.0,val,1,0.0013058196874658
S12054,117,1,2026-04-27,48,19,0.0,val,1,0.0012923274422445
S19731,117,1,2026-04-27,62,27,0.0,val,1,0.002237061614081
S23874,117,1,2026-04-27,41,20,0.0,val,1,0.0015400720953708
S29312,117,1,2026-04-27,33,18,0.0,val,1,0.0011643843715123
S31104,117,1,2026-04-27,28,27,0.0,val,1,0.0012783707350208
S33621,117,1,2026-04-27,22,26,0.0,val,1,0.0024860960759083
S33668,117,1,2026-04-27,41,31,0.0,val,1,0.0014362508830051
S34466,117,1,2026-04-27,30,12,0.0,val,1,0.0021438548996705
S35265,117,1,2026-04-27,43,30,0.0428638972695672,val,1,0.0015036198150281
S35399,117,1,2026-04-27,55,27,0.0,val,1,0.0023833828888688
S36265,117,1,2026-04-27,24,16,0.0,val,1,0.0011652622623416
S40092,117,1,2026-04-27,53,17,0.0058854875954763,val,1,0.0011981601802546
S41262,117,1,2026-04-27,17,21,0.0081569013622189,val,1,0.0013458845392152
S41610,117,1,2026-04-27,19,24,0.0017876283171835,val,1,0.0024308578989116
S41614,117,1,2026-04-27,55,24,0.0,val,1,0.0011687796246811
S43201,117,1,2026-04-27,27,23,0.0068118317150582,val,1,0.0013329131489587
S00494,117,1,2026-04-27,43,24,0.0,val,2,0.0013807410042824
S01879,117,1,2026-04-27,54,14,0.0014740994498079,val,2,0.0015994722019629
S05151,117,1,2026-04-27,27,12,0.0,val,2,0.0022112322684325
S08826,117,1,2026-04-27,15,20,0.0,val,2,0.001522878442382
S09257,117,1,2026-04-27,38,17,0.0,val,2,0.00115103221581
S09426,117,1,2026-04-27,21,26,0.0,val,2,0.0025403846542739
S10564,117,1,2026-04-27,51,21,0.0,val,2,0.0012002481852506
S12054,117,1,2026-04-27,50,19,0.0,val,2,0.0011488109625773
S19731,117,1,2026-04-27,60,28,0.0,val,2,0.0021104320186386
S23874,117,1,2026-04-27,39,20,0.0,val,2,0.0014928405849717
S29312,117,1,2026-04-27,31,18,0.0,val,2,0.0011431631261671
S31104,117,1,2026-04-27,30,27,0.0,val,2,0.0012668104769429
S33621,117,1,2026-04-27,20,26,0.0,val,2,0.0015525433418146
S33668,117,1,2026-04-27,43,31,0.0,val,2,0.0024818111397887
S34466,117,1,2026-04-27,28,12,0.0,val,2,0.0022055542334055
S35265,117,1,2026-04-27,41,30,0.0428638972695672,val,2,0.001297949863474
S35399,117,1,2026-04-27,57,27,0.0,val,2,0.0023858887646835
S36265,117,1,2026-04-27,22,16,0.0,val,2,0.0013626512670898
S40092,117,1,2026-04-27,55,17,0.0058854875954763,val,2,0.0011981943558247
S41262,117,1,2026-04-27,19,21,0.0081569013622189,val,2,0.0012832946055706
S41610,117,1,2026-04-27,17,24,0.0017876283171835,val,2,0.0025129863420598
S41614,117,1,2026-04-27,52,24,0.0,val,2,0.0011295369256855
S43201,117,1,2026-04-27,29,23,0.0068118317150582,val,2,0.002316410424125
S00494,117,1,2026-04-27,49,24,0.0,val,3,0.0012531482877991
S01879,117,1,2026-04-27,51,13,0.0014740994498079,val,3,0.0014787574548844
S05151,117,1,2026-04-27,33,11,0.0,val,3,0.0022683932261434
S08826,117,1,2026-04-27,21,20,0.0,val,3,0.0013154581059259
S09257,117,1,2026-04-27,32,17,0.0,val,3,0.001185735219771
