ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00030,33,9,2025-11-17,52,29,0.0,val,1,0.0031923596355085
S00033,33,25,2025-11-17,29,22,0.0,val,1,0.0034043021137347
S00094,33,15,2025-11-17,33,19,0.0,val,1,0.0034306777001263
S00504,33,10,2025-11-17,29,19,0.0021966753738105,val,1,0.0030864238790358
S00506,33,16,2025-11-17,17,22,0.0,val,1,0.0031343597641093
S00507,33,22,2025-11-17,26,22,0.0021825815064643,val,1,0.0031077481160118
S00613,33,8,2025-11-17,55,25,0.0,val,1,0.0033110446709932
S00926,33,2,2025-11-17,39,32,0.0,val,1,0.0030487519401773
S00944,33,3,2025-11-17,50,15,0.0,val,1,0.0032644248858903
S01150,33,11,2025-11-17,46,26,0.0,val,1,0.0032803091986302
S01155,33,20,2025-11-17,25,19,0.0,val,1,0.0029707538764549
S01399,33,16,2025-11-17,39,23,0.0159624166403886,val,1,0.0030222688760331
S01401,33,22,2025-11-17,26,25,0.0,val,1,0.0031480277840393
S01404,33,10,2025-11-17,56,17,0.0057378705227003,val,1,0.0033339139906646
S01534,33,2,2025-11-17,31,26,0.0028666020671834,val,1,0.0033275547820914
S01561,33,3,2025-11-17,31,26,0.0057246852574956,val,1,0.0033736620183769
S02060,33,23,2025-11-17,49,26,0.0,val,1,0.0028314871927687
S02061,33,23,2025-11-17,46,24,0.0,val,1,0.0029521675896555
S02135,33,2,2025-11-17,41,12,0.0,val,1,0.0031098003633902
S02375,33,21,2025-11-17,33,31,0.0,val,1,0.0032376576512357
S02416,33,14,2025-11-17,20,18,0.0,val,1,0.0033224910190658
S02478,33,2,2025-11-17,34,31,0.0,val,1,0.0031433198238544
S02486,33,8,2025-11-17,29,22,0.0,val,1,0.0033244889065368
S02490,33,8,2025-11-17,44,30,0.0,val,1,0.0033095100201735
S02495,33,8,2025-11-17,25,23,0.0,val,1,0.003335997490563
S02641,33,20,2025-11-17,47,19,0.0,val,1,0.0029592124718547
S02785,33,11,2025-11-17,59,16,0.0,val,1,0.0032806043537042
S02967,33,25,2025-11-17,22,26,0.0,val,1,0.0030853334410574
S02971,33,19,2025-11-17,55,13,0.0,val,1,0.0032820025501018
S03071,33,20,2025-11-17,54,27,0.0044769934781825,val,1,0.0030565328000075
S03072,33,15,2025-11-17,30,20,0.0060206847468919,val,1,0.0034247149069167
S03083,33,23,2025-11-17,24,26,0.0195280150396847,val,1,0.0022207592379224
S03321,33,16,2025-11-17,50,13,0.0,val,1,0.0032493334315684
S03609,33,5,2025-11-17,48,21,0.0,val,1,0.0033608035387163
S03610,33,9,2025-11-17,36,28,0.0,val,1,0.0031808873509689
S03611,33,8,2025-11-17,57,20,0.0,val,1,0.0033292777682936
S03621,33,10,2025-11-17,29,31,0.0,val,1,0.0031050706791084
S03992,33,19,2025-11-17,47,15,0.0,val,1,0.0032596076496364
S03993,33,20,2025-11-17,27,23,0.0,val,1,0.0030188179675204
S04042,33,10,2025-11-17,49,14,0.0,val,1,0.0032610558733584
S04071,33,21,2025-11-17,26,16,0.0,val,1,0.0033041860410834
S04073,33,14,2025-11-17,33,26,0.0,val,1,0.0032630429860323
S04329,33,21,2025-11-17,32,25,0.0,val,1,0.0033100358054554
S04558,33,7,2025-11-17,61,21,0.0,val,1,0.0033106100344339
S04559,33,3,2025-11-17,47,23,0.0,val,1,0.0033207131419424
S04694,33,9,2025-11-17,50,14,0.0,val,1,0.0033037167948518
S04717,33,23,2025-11-17,29,26,0.0,val,1,0.0029483443444926
S04932,33,5,2025-11-17,41,16,0.0,val,1,0.0033860333311267
S05270,33,23,2025-11-17,36,24,0.0,val,1,0.0028634389068033
S05351,33,7,2025-11-17,31,20,0.0035034664580095,val,1,0.003261846625279
S05376,33,7,2025-11-17,44,18,0.0017083616914499,val,1,0.0032397020499587
S05381,33,5,2025-11-17,35,15,0.0017121400027559,val,1,0.003378810185372
S05837,33,4,2025-11-17,45,29,0.0114571566887203,val,1,0.0031925627176425
S06072,33,14,2025-11-17,22,25,0.0,val,1,0.0032524527516644
S06232,33,9,2025-11-17,46,29,0.004630966912347,val,1,0.0032137214753873
S06233,33,8,2025-11-17,45,30,0.0045390200465774,val,1,0.0033175904788408
S06242,33,2,2025-11-17,63,19,0.0092066020784321,val,1,0.003166245219654
S06243,33,7,2025-11-17,53,15,0.0092671147947529,val,1,0.0033395663965518
S06527,33,3,2025-11-17,55,14,0.015027000223742,val,1,0.0032252115925073
S06651,33,22,2025-11-17,47,28,0.010547026581296,val,1,0.003140436120318
S06652,33,16,2025-11-17,31,28,0.0060226546334754,val,1,0.0031162328977195
S06661,33,4,2025-11-17,55,18,0.0030988901359271,val,1,0.0034011465467836
S06662,33,10,2025-11-17,53,23,0.0031155577287145,val,1,0.0031810627454098
S06701,33,4,2025-11-17,28,23,0.0,val,1,0.0033448521587243
S06706,33,4,2025-11-17,35,25,0.0,val,1,0.0033720141501722
S06714,33,16,2025-11-17,61,20,0.0,val,1,0.0030484280135601
S07053,33,14,2025-11-17,24,21,0.0023111011908913,val,1,0.0032029385599676
S07056,33,15,2025-11-17,19,24,0.0,val,1,0.0031538293627499
S07059,33,25,2025-11-17,40,30,0.0,val,1,0.0033565579308967
S07234,33,14,2025-11-17,32,14,0.010272536687631,val,1,0.0032668973352947
S07237,33,11,2025-11-17,26,29,0.0,val,1,0.0032374313785218
S07240,33,20,2025-11-17,46,24,0.0,val,1,0.0030088647613025
S07244,33,19,2025-11-17,30,18,0.0042869958251388,val,1,0.003298826191561
S07245,33,19,2025-11-17,22,26,0.0116206342247552,val,1,0.0033161476222307
S07257,33,20,2025-11-17,35,17,0.0,val,1,0.0029857080355302
S07320,33,16,2025-11-17,31,23,0.0,val,1,0.0025924462808277
S07700,33,14,2025-11-17,46,23,0.0,val,1,0.003321488501189
S07703,33,21,2025-11-17,16,25,0.0073627292255272,val,1,0.0033196637021052
S07704,33,19,2025-11-17,58,19,0.013292057527597,val,1,0.0032458786354181
S07706,33,15,2025-11-17,19,17,0.0129594138277206,val,1,0.0033531059774991
S08104,33,21,2025-11-17,20,20,0.0,val,1,0.0032871076323588
S08301,33,9,2025-11-17,43,15,0.0047100522180839,val,1,0.0032586453427223
S08316,33,2,2025-11-17,27,24,0.0130708171950461,val,1,0.0033277292093071
S08320,33,3,2025-11-17,47,17,0.0022411616161616,val,1,0.0032902311457157
S08321,33,5,2025-11-17,59,19,0.0105556774819293,val,1,0.0033558949611244
S08328,33,5,2025-11-17,34,22,0.0083246593206752,val,1,0.0033168783555181
S08483,33,23,2025-11-17,23,16,0.0,val,1,0.0027805599029045
S08886,33,15,2025-11-17,30,22,0.0,val,1,0.0034040257289767
S08899,33,23,2025-11-17,41,21,0.0,val,1,0.0027682152936227
S09385,33,9,2025-11-17,32,31,0.0,val,1,0.0032129161137586
S09603,33,2,2025-11-17,51,12,0.0,val,1,0.003173124382303
S09719,33,10,2025-11-17,23,18,0.0,val,1,0.0033726667506018
S09789,33,8,2025-11-17,62,16,0.0013140430752309,val,1,0.0021519307359788
S09802,33,23,2025-11-17,48,17,0.0089629835734454,val,1,0.0028900604707447
S09804,33,23,2025-11-17,33,19,0.0026090882365293,val,1,0.0029496648303195
S10044,33,21,2025-11-17,46,15,0.0067157442990492,val,1,0.0033128237265629
S10057,33,11,2025-11-17,33,30,0.0144981728112187,val,1,0.0032464690211489
S10212,33,14,2025-11-17,49,30,0.0,val,1,0.0031739589848958
