ufs_serial,run_id,wafer_no,date,die_x,die_y,pred,health,clf_proba,split,position
S00583,11,21,2025-10-17,47,22,0.0031156043397508,0.0,0.382303902894786,train,1
S00584,11,4,2025-10-17,28,16,0.0008616960782148,0.0,0.1573722743870673,train,1
S00585,11,3,2025-10-17,44,29,0.0013598938239744,0.0,0.2475903041237972,train,1
S00586,11,4,2025-10-17,38,15,0.0007946394452865,0.0,0.1479738719166866,train,1
S00587,11,5,2025-10-17,37,16,0.0008712606074868,0.0,0.1586247210398151,train,1
S00588,11,4,2025-10-17,17,20,0.0015330999054156,0.0,0.2428192222337042,train,1
S00589,11,4,2025-10-17,19,25,0.000950078427509,0.0,0.1731064731091981,train,1
S00590,11,11,2025-10-17,19,17,0.0010677005085544,0.0,0.2707394077474456,train,1
S00593,11,10,2025-10-17,32,24,0.0014605112307585,0.0,0.1750745068641886,train,1
S00594,11,3,2025-10-17,55,17,0.0011169991255088,0.0,0.1405668660022937,train,1
S00895,11,4,2025-10-17,32,26,0.0008502399689146,0.0,0.1486057042184021,train,1
S00897,11,6,2025-10-17,60,20,0.0010005779655389,0.0,0.1901088155746768,train,1
S00898,11,4,2025-10-17,51,18,0.000741785885699,0.0,0.1568334361555086,train,1
S00899,11,12,2025-10-17,23,27,0.0029201803054442,0.0,0.4174010131385104,train,1
S00901,11,15,2025-10-17,63,20,0.0033291283469372,0.0,0.3504131986748385,train,1
S01484,11,10,2025-10-17,36,32,0.0026888181428927,0.0073990043351912,0.2830192654112289,train,1
S01485,11,12,2025-10-17,24,30,0.0024231897764982,0.0029295608605953,0.4246902394424805,train,1
S01486,11,16,2025-10-17,57,14,0.0028281020285182,0.0086723609935698,0.3615531823798465,train,1
S01733,11,22,2025-10-17,56,16,0.0032251204695224,0.0,0.3875712073376428,train,1
S01735,11,9,2025-10-17,14,21,0.0010521640692264,0.0085350460669236,0.2419731056722573,train,1
S01736,11,5,2025-10-17,45,16,0.0013019144354244,0.0115354709930485,0.1265105834001482,train,1
S01740,11,10,2025-10-17,24,25,0.0012339194305136,0.0148766762452107,0.214394913646537,train,1
S01742,11,3,2025-10-17,43,15,0.0008567598447257,0.0115236356258876,0.1850619982154479,train,1
S02353,11,10,2025-10-17,20,27,0.0010293909274717,0.0,0.2695875896893522,train,1
S02355,11,11,2025-10-17,43,24,0.0010472497718932,0.0,0.2323747019196595,train,1
S02356,11,6,2025-10-17,43,24,0.0020508421462504,0.0,0.2633388514620209,train,1
S02358,11,5,2025-10-17,28,29,0.0010737564345866,0.0,0.1948230092256844,train,1
S02359,11,3,2025-10-17,31,26,0.0016253919286977,0.0,0.2064720526648998,train,1
S02360,11,3,2025-10-17,52,16,0.0022885505545216,0.0,0.1844399758877097,train,1
S02517,11,18,2025-10-17,55,13,0.0033719364983441,0.0,0.4527117234560176,train,1
S02660,11,13,2025-10-17,42,30,0.0030264370863725,0.0,0.3688354167921197,train,1
S02661,11,3,2025-10-17,61,19,0.0014044838024684,0.0,0.2283947296659559,train,1
S02662,11,6,2025-10-17,43,16,0.0019321435849228,0.0,0.1742379017725874,train,1
S02973,11,7,2025-10-17,19,28,0.0024197973249284,0.0,0.313392588258531,train,1
S03119,11,18,2025-10-17,33,15,0.0032607701244855,0.0085736958321832,0.3891963337932682,train,1
S03797,11,11,2025-10-17,57,24,0.000939097859006,0.0,0.17695679768637,train,1
S03798,11,6,2025-10-17,50,26,0.0010439292084233,0.0,0.1836452170508025,train,1
S03802,11,11,2025-10-17,31,18,0.001002489113697,0.0,0.2294712296340291,train,1
S03937,11,5,2025-10-17,47,23,0.0011073868977295,0.0,0.2319065358810426,train,1
S04019,11,4,2025-10-17,22,29,0.0018513116742898,0.0109535301442471,0.2133977279355466,train,1
S04020,11,24,2025-10-17,40,11,0.0015304282292499,0.0,0.3769269538911988,train,1
S04021,11,15,2025-10-17,55,13,0.0028108961402325,0.0,0.358432071319063,train,1
S04022,11,5,2025-10-17,51,31,0.0030017610132013,0.0,0.3708523433485141,train,1
S04237,11,9,2025-10-17,16,19,0.0023332780448543,0.0,0.223249060555869,train,1
S04238,11,9,2025-10-17,13,22,0.0031077504004375,0.0,0.3526961705935494,train,1
S04240,11,9,2025-10-17,41,14,0.002151977592847,0.0,0.2176255897158357,train,1
S04242,11,11,2025-10-17,38,30,0.0009803209805209,0.0,0.1901156431986487,train,1
S04247,11,11,2025-10-17,41,27,0.000916802964493,0.0,0.2041545496595922,train,1
S04249,11,5,2025-10-17,33,31,0.0014851469031499,0.0,0.3139465501804956,train,1
S04251,11,4,2025-10-17,43,19,0.0016109760056202,0.0,0.1884643655092556,train,1
S04253,11,4,2025-10-17,48,29,0.0007250388942132,0.0,0.1328655328249937,train,1
S04254,11,6,2025-10-17,21,23,0.002376045665753,0.0,0.2282963338277006,train,1
S04255,11,9,2025-10-17,59,26,0.0008914074414056,0.0,0.1523342710366779,train,1
S05085,11,18,2025-10-17,59,16,0.0033091853577067,0.0,0.4049638970671363,train,1
S05087,11,11,2025-10-17,34,30,0.0009951167337673,0.0,0.2630085057215425,train,1
S05088,11,5,2025-10-17,50,30,0.0011402519882097,0.0,0.1859659614163531,train,1
S05107,11,6,2025-10-17,61,27,0.0014172369147947,0.0,0.2514600599253491,train,1
S05108,11,6,2025-10-17,51,13,0.0011733086175626,0.0,0.2498997086543675,train,1
S05110,11,3,2025-10-17,34,14,0.0011832559521718,0.0,0.2197255559023015,train,1
S05551,11,6,2025-10-17,53,30,0.0019996613021519,0.010552016985138,0.2620038600695602,train,1
S05552,11,3,2025-10-17,61,28,0.0022767264838385,0.0034483715637705,0.2556312270254895,train,1
S05913,11,21,2025-10-17,37,25,0.0032858627710459,0.0,0.4152507570366575,train,1
S05914,11,3,2025-10-17,39,31,0.0027990544214681,0.0,0.2822774940996945,train,1
S05915,11,4,2025-10-17,52,20,0.0009212220941509,0.0,0.167429897252042,train,1
S06124,11,3,2025-10-17,38,14,0.0010320675555679,0.0,0.1683875538537131,train,1
S06125,11,5,2025-10-17,28,17,0.0011037392896009,0.0,0.2096825029464442,train,1
S06128,11,15,2025-10-17,33,22,0.0030964628937809,0.0,0.3769747239974774,train,1
S06204,11,19,2025-10-17,31,17,0.0031642632117242,0.0120381976613923,0.374662798975272,train,1
S06205,11,4,2025-10-17,47,17,0.0008047180609001,0.0124424583243363,0.161639656738972,train,1
S06206,11,6,2025-10-17,21,22,0.0018236587954214,0.0061031393713889,0.2188759439880706,train,1
S06207,11,3,2025-10-17,26,28,0.0007177723545007,0.0015595239215907,0.178683723207775,train,1
S07081,11,19,2025-10-17,48,31,0.0029567516317484,0.0046081240206577,0.4116580753803832,train,1
S07444,11,21,2025-10-17,30,26,0.0028326600977358,0.0,0.403412134454443,train,1
S07446,11,5,2025-10-17,27,24,0.0010035557114564,0.0,0.1822416234207002,train,1
S07447,11,6,2025-10-17,17,20,0.0013178751683468,0.0,0.1858891137344208,train,1
S07565,11,13,2025-10-17,36,16,0.0028973056599142,0.0118084129812624,0.3598063728763385,train,1
S07566,11,3,2025-10-17,39,24,0.0013930765759122,0.0169183570130759,0.2273403131168461,train,1
S07626,11,5,2025-10-17,36,11,0.003038952353438,0.0138538664745437,0.2780551318411557,train,1
S07795,11,15,2025-10-17,37,17,0.0033662909877699,0.0,0.3850782505242034,train,1
S07796,11,10,2025-10-17,34,26,0.0013903995038338,0.0,0.144344328680523,train,1
S07797,11,4,2025-10-17,29,15,0.0012544734044779,0.0,0.1744997498730078,train,1
S08352,11,6,2025-10-17,38,11,0.0024747073520933,0.0153714753380725,0.3713653367586034,train,1
S08923,11,22,2025-10-17,30,12,0.0029013589730889,0.0,0.3342518236469995,train,1
S09071,11,22,2025-10-17,43,30,0.0030330717075925,0.0,0.3400582409807605,train,1
S09144,11,4,2025-10-17,43,17,0.0012725458222212,0.0,0.1453106091655153,train,1
S09145,11,4,2025-10-17,51,19,0.0007579030495745,0.0,0.128921123473669,train,1
S09396,11,16,2025-10-17,47,31,0.0024905049739999,0.0,0.3010174024643076,train,1
S09586,11,11,2025-10-17,31,17,0.001107760276485,0.0,0.2043335969020731,train,1
S09587,11,4,2025-10-17,32,16,0.0014996318168518,0.0,0.1737873480141396,train,1
S09588,11,5,2025-10-17,36,27,0.0010638119842052,0.0,0.2083108492043858,train,1
