ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00163,65,11,2025-12-04,20,23,0.0,test,1,0.0032080945582129
S00200,65,6,2025-12-04,27,24,0.0,test,1,0.0031285154780396
S00246,65,22,2025-12-04,52,26,0.002409661920069,test,1,0.002973358021296
S00251,65,14,2025-12-04,42,23,0.0,test,1,0.0030251441805926
S00306,65,14,2025-12-04,49,22,0.0,test,1,0.0030149571037767
S00307,65,9,2025-12-04,31,15,0.0021930405160925,test,1,0.0024079792607097
S00370,65,2,2025-12-04,28,22,0.0021874807440075,test,1,0.0031497576169321
S00381,65,2,2025-12-04,54,17,0.0071938280718514,test,1,0.0028346673954001
S01087,65,5,2025-12-04,22,17,0.0,test,1,0.0019379861743769
S01095,65,15,2025-12-04,32,20,0.0,test,1,0.0029449156588575
S01369,65,14,2025-12-04,44,20,0.0,test,1,0.0029556712609101
S01374,65,5,2025-12-04,61,21,0.0,test,1,0.0018526397358383
S01757,65,12,2025-12-04,41,32,0.0059651870722273,test,1,0.0017724924462024
S01822,65,24,2025-12-04,47,18,0.0029399325057748,test,1,0.0031020180802269
S01823,65,12,2025-12-04,22,20,0.0,test,1,0.0031538885669583
S01827,65,12,2025-12-04,25,16,0.0028626393880748,test,1,0.0031126605603247
S01830,65,12,2025-12-04,35,30,0.0,test,1,0.0031070866988471
S02178,65,15,2025-12-04,29,13,0.0,test,1,0.0029032808744204
S02182,65,5,2025-12-04,24,15,0.0,test,1,0.0018295971912036
S02184,65,5,2025-12-04,31,17,0.0,test,1,0.0018566034159277
S02393,65,24,2025-12-04,51,30,0.0,test,1,0.002954192169053
S02452,65,15,2025-12-04,25,16,0.0,test,1,0.003100323047818
S02867,65,5,2025-12-04,46,14,0.0,test,1,0.0016905458341195
S03158,65,3,2025-12-04,55,30,0.0014940403721573,test,1,0.0020881627100492
S03195,65,4,2025-12-04,61,25,0.0028780061266206,test,1,0.0031017658190173
S03335,65,14,2025-12-04,46,21,0.0,test,1,0.0029773713730528
S03338,65,14,2025-12-04,62,18,0.0,test,1,0.0029489650690875
S03725,65,6,2025-12-04,52,26,0.0,test,1,0.0030305663299667
S03783,65,14,2025-12-04,20,24,0.0,test,1,0.0029247877608343
S04032,65,12,2025-12-04,14,19,0.0,test,1,0.0025895375759909
S04075,65,3,2025-12-04,26,17,0.0,test,1,0.0031807644722189
S04076,65,2,2025-12-04,37,22,0.0,test,1,0.003268589428692
S04081,65,3,2025-12-04,38,23,0.0,test,1,0.0030506043818251
S04224,65,21,2025-12-04,31,18,0.0,test,1,0.0028389152793591
S04225,65,21,2025-12-04,58,27,0.0,test,1,0.0029114444645808
S04609,65,2,2025-12-04,29,21,0.0,test,1,0.0031576243424359
S04817,65,3,2025-12-04,54,23,0.0,test,1,0.0031297415568765
S05171,65,3,2025-12-04,27,14,0.0,test,1,0.0028436146119589
S05172,65,2,2025-12-04,54,16,0.0,test,1,0.0027381014788576
S05296,65,15,2025-12-04,43,16,0.0,test,1,0.0029274256560992
S05716,65,2,2025-12-04,21,21,0.0,test,1,0.0031596896349422
S05718,65,4,2025-12-04,18,19,0.0086344983825517,test,1,0.0029170973863106
S05922,65,11,2025-12-04,17,27,0.0,test,1,0.0027788092579235
S06088,65,22,2025-12-04,25,22,0.0,test,1,0.0030711494872847
S06092,65,15,2025-12-04,48,21,0.0,test,1,0.0029572434294277
S06093,65,9,2025-12-04,41,12,0.0,test,1,0.00256988469083
S06152,65,6,2025-12-04,13,19,0.0,test,1,0.0018373528315919
S06195,65,15,2025-12-04,32,25,0.0122911797801436,test,1,0.0029908163238756
S06424,65,11,2025-12-04,40,20,0.0,test,1,0.003166178404258
S06481,65,4,2025-12-04,24,19,0.0061700232462143,test,1,0.0030864315650951
S06492,65,2,2025-12-04,47,17,0.0061087655254214,test,1,0.0031833813849561
S06571,65,4,2025-12-04,43,23,0.0,test,1,0.0031856406963424
