ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00048,64,19,2025-12-03,27,12,0.0,test,1,0.0030250280712491
S00172,64,10,2025-12-03,37,12,0.0022320125387907,test,1,0.0034246033382221
S00422,64,16,2025-12-03,60,18,0.0,test,1,0.0032926669183072
S00424,64,6,2025-12-03,48,14,0.0,test,1,0.0033356080712353
S00426,64,8,2025-12-03,24,26,0.0022040693239671,test,1,0.0034793670578092
S00433,64,11,2025-12-03,40,19,0.0,test,1,0.0034437248731531
S00990,64,14,2025-12-03,33,23,0.0,test,1,0.0034637676448842
S00993,64,18,2025-12-03,58,19,0.0,test,1,0.0034295152779782
S01013,64,17,2025-12-03,28,26,0.0,test,1,0.0034408105223427
S01256,64,10,2025-12-03,20,23,0.004268329339826,test,1,0.0033217398689537
S01307,64,3,2025-12-03,61,17,0.0043308150123301,test,1,0.0034645786744738
S01473,64,17,2025-12-03,40,11,0.0130705776125814,test,1,0.0030759769580309
S01474,64,17,2025-12-03,25,30,0.0072795554344737,test,1,0.0031494717666996
S01681,64,16,2025-12-03,43,16,0.0,test,1,0.0033329989287277
S01688,64,25,2025-12-03,16,18,0.001451230479928,test,1,0.0034448848300841
S01689,64,21,2025-12-03,34,28,0.0,test,1,0.0033616582285487
S01696,64,10,2025-12-03,43,17,0.0042849260268303,test,1,0.003485300611549
S01701,64,23,2025-12-03,58,24,0.0042709702922649,test,1,0.0033347067047382
S01702,64,13,2025-12-03,40,13,0.0058196039859018,test,1,0.003401367569463
S01706,64,15,2025-12-03,32,30,0.0162810089639357,test,1,0.0033484727479957
S01708,64,14,2025-12-03,40,28,0.0103663841908916,test,1,0.003463063496175
S02053,64,23,2025-12-03,38,21,0.0,test,1,0.0032741937561846
S02054,64,25,2025-12-03,34,22,0.0,test,1,0.0032821903319004
S02059,64,16,2025-12-03,56,19,0.0099286813033142,test,1,0.003318557853987
S02069,64,13,2025-12-03,61,24,0.0,test,1,0.0034048407400833
S02193,64,5,2025-12-03,15,20,0.0,test,1,0.0033977038646982
S02364,64,11,2025-12-03,40,32,0.0,test,1,0.0032925517500916
S02778,64,13,2025-12-03,57,27,0.0,test,1,0.003282217419011
S02810,64,14,2025-12-03,58,27,0.0,test,1,0.0034390059495406
S02811,64,17,2025-12-03,56,24,0.0,test,1,0.0033339776637447
S02970,64,3,2025-12-03,24,13,0.0,test,1,0.0033251218392085
S02985,64,21,2025-12-03,30,17,0.0,test,1,0.0034102373400333
S02994,64,1,2025-12-03,37,14,0.0,test,1,0.0019398100238626
S02999,64,18,2025-12-03,34,23,0.0,test,1,0.003422906414389
S03005,64,11,2025-12-03,20,18,0.0,test,1,0.0034279147498872
S03085,64,17,2025-12-03,35,23,0.0,test,1,0.0034411961842577
S03087,64,16,2025-12-03,53,24,0.0030046096879014,test,1,0.0033487818795419
S03091,64,25,2025-12-03,47,18,0.0031046394682758,test,1,0.0034288590859716
S03098,64,19,2025-12-03,24,26,0.0,test,1,0.0032849811357299
S03105,64,12,2025-12-03,31,18,0.0015030544970664,test,1,0.0035164475206966
S03109,64,13,2025-12-03,48,18,0.0060938788397107,test,1,0.003457875810727
S03110,64,13,2025-12-03,31,20,0.0090870860987694,test,1,0.0034769566062221
S03149,64,21,2025-12-03,26,13,0.0090760507309234,test,1,0.0030832227512003
S03189,64,5,2025-12-03,56,26,0.0,test,1,0.0033395793121907
S03208,64,3,2025-12-03,21,17,0.0,test,1,0.0035035458566707
S03228,64,10,2025-12-03,29,20,0.0030967179151673,test,1,0.0034860465226867
S03232,64,8,2025-12-03,25,29,0.012144870960746,test,1,0.0034590263965586
S03233,64,18,2025-12-03,42,13,0.0092792262954976,test,1,0.0033763279226723
S03507,64,8,2025-12-03,61,22,0.0,test,1,0.0034020441935957
S03612,64,13,2025-12-03,58,14,0.0,test,1,0.0033147647381091
S04000,64,20,2025-12-03,61,17,0.0,test,1,0.0031789656039165
S04001,64,1,2025-12-03,48,13,0.0,test,1,0.0022426686761717
S04002,64,17,2025-12-03,20,26,0.0,test,1,0.003444163136016
S04003,64,23,2025-12-03,59,21,0.0,test,1,0.003397874838757
S04008,64,21,2025-12-03,55,27,0.0,test,1,0.0032675718090614
S04009,64,13,2025-12-03,52,26,0.0,test,1,0.0034354055355174
S04016,64,19,2025-12-03,15,17,0.0,test,1,0.003141611577715
S04086,64,3,2025-12-03,42,13,0.0,test,1,0.0034648032785221
S04506,64,20,2025-12-03,63,19,0.0,test,1,0.0032293052244856
S04605,64,2,2025-12-03,20,18,0.0034313014781522,test,1,0.0034923974143212
S04838,64,16,2025-12-03,42,16,0.0,test,1,0.0033072778279383
S04845,64,18,2025-12-03,54,14,0.0,test,1,0.0029777908202146
S04846,64,20,2025-12-03,41,26,0.0,test,1,0.0033573268835051
S04847,64,5,2025-12-03,58,19,0.0,test,1,0.0034417367843092
S04850,64,20,2025-12-03,38,18,0.0,test,1,0.0034164041346937
S05274,64,15,2025-12-03,40,19,0.0,test,1,0.0033814200322939
S05279,64,10,2025-12-03,31,17,0.0,test,1,0.0034759304458289
S05697,64,10,2025-12-03,59,24,0.0,test,1,0.0033625201355145
S05698,64,10,2025-12-03,36,23,0.0070065624845806,test,1,0.0034458722320513
S05701,64,20,2025-12-03,30,23,0.0,test,1,0.0034250175795396
S05705,64,2,2025-12-03,41,16,0.0034117275560498,test,1,0.0034961197965618
S06497,64,2,2025-12-03,55,27,0.0046665352149704,test,1,0.003431851824639
S06512,64,4,2025-12-03,40,19,0.0119504908237302,test,1,0.0034263595271822
S06570,64,4,2025-12-03,40,13,0.0,test,1,0.0032649370834727
S06574,64,4,2025-12-03,43,22,0.0,test,1,0.0034464514490116
S06845,64,4,2025-12-03,25,21,0.0,test,1,0.003439395137556
