ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00714,294,1,2026-06-07,19,20,0.0,val,1,0.0005494012841573
S02173,294,1,2026-06-07,26,23,0.0,val,1,0.0005108415691093
S02727,294,1,2026-06-07,27,20,0.0,val,1,0.0005043142086818
S03911,294,1,2026-06-07,63,19,0.0,val,1,0.0006333972909357
S05092,294,1,2026-06-07,50,24,0.0,val,1,0.0004761069641079
S09043,294,1,2026-06-07,34,19,0.0,val,1,0.0006278638714334
S09208,294,1,2026-06-07,57,17,0.0,val,1,0.0005018740865377
S12741,294,1,2026-06-07,56,20,0.0,val,1,0.0004961972941801
S16696,294,1,2026-06-07,40,11,0.0,val,1,0.0006800433862332
S19892,294,1,2026-06-07,35,17,0.0,val,1,0.0005064904699797
S20317,294,1,2026-06-07,19,17,0.0,val,1,0.0005275653070668
S24428,294,1,2026-06-07,36,30,0.0,val,1,0.0004898803908911
S25521,294,1,2026-06-07,37,32,0.0,val,1,0.000876747980411
S29197,294,1,2026-06-07,60,25,0.0,val,1,0.0004946339777969
S29586,294,1,2026-06-07,55,26,0.0,val,1,0.0004987264942207
S29588,294,1,2026-06-07,49,13,0.0,val,1,0.0004961771697961
S34246,294,1,2026-06-07,48,22,0.0,val,1,0.0005624070734579
S34265,294,1,2026-06-07,44,30,0.0,val,1,0.0005118928637622
S41217,294,1,2026-06-07,60,21,0.0,val,1,0.0006017253665004
S42468,294,1,2026-06-07,20,22,0.0,val,1,0.0005427689593262
S42471,294,1,2026-06-07,55,22,0.0,val,1,0.0005452984914649
S00714,294,1,2026-06-07,17,20,0.0,val,2,0.0005663205936719
S02173,294,1,2026-06-07,28,23,0.0,val,2,0.000529570423604
S02727,294,1,2026-06-07,25,20,0.0,val,2,0.0004664091168166
S03911,294,1,2026-06-07,65,19,0.0,val,2,0.0006634016434312
S05092,294,1,2026-06-07,48,24,0.0,val,2,0.0005313390242176
S09043,294,1,2026-06-07,48,19,0.0,val,2,0.0005376515475201
S09208,294,1,2026-06-07,59,17,0.0,val,2,0.000486761336268
S12741,294,1,2026-06-07,54,20,0.0,val,2,0.0005358821499699
S16696,294,1,2026-06-07,45,11,0.0,val,2,0.0007569861450247
S19892,294,1,2026-06-07,51,17,0.0,val,2,0.0005225016966642
S20317,294,1,2026-06-07,21,17,0.0,val,2,0.0005684620455341
S24428,294,1,2026-06-07,34,30,0.0,val,2,0.0004906707638865
S25521,294,1,2026-06-07,39,32,0.0,val,2,0.0008021806530585
S29197,294,1,2026-06-07,61,25,0.0,val,2,0.0005840002474234
S29586,294,1,2026-06-07,53,26,0.0,val,2,0.0004959157986133
S29588,294,1,2026-06-07,50,13,0.0,val,2,0.0005535522014911
S34246,294,1,2026-06-07,45,22,0.0,val,2,0.0005457651580646
S34265,294,1,2026-06-07,42,30,0.0,val,2,0.0005232247676815
S41217,294,1,2026-06-07,62,21,0.0,val,2,0.0007204877645366
S42468,294,1,2026-06-07,18,22,0.0,val,2,0.0006239548628836
S42471,294,1,2026-06-07,53,22,0.0,val,2,0.0005690677326436
S00714,294,1,2026-06-07,23,20,0.0,val,3,0.0004875035074749
S02173,294,1,2026-06-07,21,23,0.0,val,3,0.0005362185610896
S02727,294,1,2026-06-07,31,20,0.0,val,3,0.0006063778494211
S03911,294,1,2026-06-07,59,19,0.0,val,3,0.0005173064448286
S05092,294,1,2026-06-07,54,24,0.0,val,3,0.00049458336969
S09043,294,1,2026-06-07,30,19,0.0,val,3,0.000583832210998
S09208,294,1,2026-06-07,53,17,0.0,val,3,0.0004807052115569
S12741,294,1,2026-06-07,60,20,0.0,val,3,0.0005016900998095
S16696,294,1,2026-06-07,35,11,0.0,val,3,0.0006805962347472
S19892,294,1,2026-06-07,31,17,0.0,val,3,0.0004758580677501
S20317,294,1,2026-06-07,19,16,0.0,val,3,0.0005259697207319
S24428,294,1,2026-06-07,40,30,0.0,val,3,0.0004937676446172
S25521,294,1,2026-06-07,31,31,0.0,val,3,0.0006555882891682
S29197,294,1,2026-06-07,58,25,0.0,val,3,0.0004942004685761
S29586,294,1,2026-06-07,60,26,0.0,val,3,0.0005435776362826
S29588,294,1,2026-06-07,46,13,0.0,val,3,0.000459451432303
S34246,294,1,2026-06-07,52,22,0.0,val,3,0.0005480526280023
S34265,294,1,2026-06-07,48,30,0.0,val,3,0.0005101661304156
S41217,294,1,2026-06-07,56,21,0.0,val,3,0.0006563894008496
S42468,294,1,2026-06-07,24,22,0.0,val,3,0.0005669834850026
S42471,294,1,2026-06-07,59,22,0.0,val,3,0.0005894241433438
S00714,294,1,2026-06-07,21,20,0.0,val,4,0.0005147749706927
S02173,294,1,2026-06-07,23,23,0.0,val,4,0.0005282618850655
S02727,294,1,2026-06-07,29,20,0.0,val,4,0.0005392409613327
S03911,294,1,2026-06-07,61,19,0.0,val,4,0.0005535196123196
S05092,294,1,2026-06-07,52,24,0.0,val,4,0.0004877953318459
S09043,294,1,2026-06-07,32,19,0.0,val,4,0.0006505296383444
S09208,294,1,2026-06-07,55,17,0.0,val,4,0.0005157900746013
S12741,294,1,2026-06-07,58,20,0.0,val,4,0.000522160074363
S16696,294,1,2026-06-07,38,11,0.0,val,4,0.0006310287438968
S19892,294,1,2026-06-07,33,17,0.0,val,4,0.0004844345757627
S20317,294,1,2026-06-07,17,17,0.0,val,4,0.000524424868681
S24428,294,1,2026-06-07,38,30,0.0,val,4,0.0005291849351732
S25521,294,1,2026-06-07,35,32,0.0,val,4,0.0007789727298753
S29197,294,1,2026-06-07,59,25,0.0,val,4,0.0005292286224773
S29586,294,1,2026-06-07,57,26,0.0,val,4,0.0005240608359632
S29588,294,1,2026-06-07,47,13,0.0,val,4,0.0004708072840421
S34246,294,1,2026-06-07,50,22,0.0,val,4,0.0005721005389496
S34265,294,1,2026-06-07,46,30,0.0,val,4,0.0004953285383823
S41217,294,1,2026-06-07,58,21,0.0,val,4,0.0005921957902817
S42468,294,1,2026-06-07,22,22,0.0,val,4,0.0005874592311958
S42471,294,1,2026-06-07,57,22,0.0,val,4,0.00055847644004
