ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00167,291,1,2026-06-07,18,25,0.0087514251880808,val,1,0.0033346010483871
S00359,291,1,2026-06-07,22,15,0.0,val,1,0.0034069920172787
S03997,291,1,2026-06-07,55,23,0.0,val,1,0.0034089277299581
S10077,291,1,2026-06-07,34,30,0.005344473926871,val,1,0.0033935544001891
S12838,291,1,2026-06-07,63,25,0.0,val,1,0.0031514301778322
S16749,291,1,2026-06-07,39,21,0.0051917662973931,val,1,0.0033983790342849
S18328,291,1,2026-06-07,51,25,0.0,val,1,0.0034435350763549
S18365,291,1,2026-06-07,31,16,0.0,val,1,0.003407767378523
S21293,291,1,2026-06-07,52,12,0.0,val,1,0.0033143688779039
S21498,291,1,2026-06-07,63,23,0.0083613024789495,val,1,0.0030648748055979
S24269,291,1,2026-06-07,24,18,0.0,val,1,0.003447948747778
S25269,291,1,2026-06-07,52,31,0.0,val,1,0.0032088422978733
S26778,291,1,2026-06-07,14,21,0.0188969072948906,val,1,0.0033796794317562
S33209,291,1,2026-06-07,39,16,0.0,val,1,0.0034837663220214
S40520,291,1,2026-06-07,56,24,0.0,val,1,0.0034485884177207
S00167,291,1,2026-06-07,19,25,0.0087514251880808,val,2,0.0033928540694188
S00359,291,1,2026-06-07,23,15,0.0,val,2,0.003363809564331
S03997,291,1,2026-06-07,56,23,0.0,val,2,0.0034651790675718
S10077,291,1,2026-06-07,33,30,0.005344473926871,val,2,0.0033847065159395
S12838,291,1,2026-06-07,64,25,0.0,val,2,0.003118831694364
S16749,291,1,2026-06-07,40,21,0.0051917662973931,val,2,0.0034255675644552
S18328,291,1,2026-06-07,52,25,0.0,val,2,0.003425553623627
S18365,291,1,2026-06-07,30,16,0.0,val,2,0.0034364165575517
S21293,291,1,2026-06-07,51,12,0.0,val,2,0.0031054744508038
S21498,291,1,2026-06-07,64,23,0.0083613024789495,val,2,0.0032331858183043
S24269,291,1,2026-06-07,23,18,0.0,val,2,0.0034381243191622
S25269,291,1,2026-06-07,45,32,0.0,val,2,0.0032447534579531
S26778,291,1,2026-06-07,15,21,0.0188969072948906,val,2,0.0034177625266594
S33209,291,1,2026-06-07,38,16,0.0,val,2,0.0034722409539456
S40520,291,1,2026-06-07,55,24,0.0,val,2,0.0034081482460986
S00167,291,1,2026-06-07,16,25,0.0087514251880808,val,3,0.0034199310884812
S00359,291,1,2026-06-07,20,15,0.0,val,3,0.0033390707972257
S03997,291,1,2026-06-07,53,23,0.0,val,3,0.0034006745624724
S10077,291,1,2026-06-07,36,30,0.005344473926871,val,3,0.0034160665863851
S12838,291,1,2026-06-07,61,25,0.0,val,3,0.0033531731539289
S16749,291,1,2026-06-07,36,21,0.0051917662973931,val,3,0.0034326494176719
S18328,291,1,2026-06-07,49,25,0.0,val,3,0.0034247338083477
S18365,291,1,2026-06-07,33,16,0.0,val,3,0.0034744374876797
S21293,291,1,2026-06-07,44,11,0.0,val,3,0.0033093437281832
S21498,291,1,2026-06-07,61,23,0.0083613024789495,val,3,0.0033868662607862
S24269,291,1,2026-06-07,26,18,0.0,val,3,0.0034626808434176
S25269,291,1,2026-06-07,50,31,0.0,val,3,0.0033049273515485
S26778,291,1,2026-06-07,13,20,0.0188969072948906,val,3,0.0032948596705001
S33209,291,1,2026-06-07,41,16,0.0,val,3,0.0034637029591646
S40520,291,1,2026-06-07,58,24,0.0,val,3,0.0034258023285576
S00167,291,1,2026-06-07,17,25,0.0087514251880808,val,4,0.0033148757991098
S00359,291,1,2026-06-07,21,15,0.0,val,4,0.0034125875816881
S03997,291,1,2026-06-07,54,23,0.0,val,4,0.0034675558536221
S10077,291,1,2026-06-07,35,30,0.005344473926871,val,4,0.0034248808693044
S12838,291,1,2026-06-07,62,25,0.0,val,4,0.0032541078896288
S16749,291,1,2026-06-07,38,21,0.0051917662973931,val,4,0.0033775926196592
S18328,291,1,2026-06-07,50,25,0.0,val,4,0.0034194502732151
S18365,291,1,2026-06-07,32,16,0.0,val,4,0.0034289557060386
S21293,291,1,2026-06-07,46,11,0.0,val,4,0.0033320684985975
S21498,291,1,2026-06-07,62,23,0.0083613024789495,val,4,0.0032850299623229
S24269,291,1,2026-06-07,25,18,0.0,val,4,0.0034866284419466
S25269,291,1,2026-06-07,51,31,0.0,val,4,0.0032806811423529
S26778,291,1,2026-06-07,13,21,0.0188969072948906,val,4,0.0033221457219731
S33209,291,1,2026-06-07,40,16,0.0,val,4,0.0034875524184068
S40520,291,1,2026-06-07,57,24,0.0,val,4,0.0031841284379145
S01269,291,2,2026-06-07,36,14,0.0,val,1,0.002515432883275
S04612,291,2,2026-06-07,46,21,0.0,val,1,0.0028417817794799
S06996,291,2,2026-06-07,45,14,0.0,val,1,0.0024587848623544
S10748,291,2,2026-06-07,35,17,0.0,val,1,0.0024941901039505
S11166,291,2,2026-06-07,35,13,0.0145557139231114,val,1,0.0025702642818475
S12128,291,2,2026-06-07,49,18,0.0,val,1,0.0024213978406904
S13473,291,2,2026-06-07,32,32,0.0018502799618775,val,1,0.0022106199258297
S14900,291,2,2026-06-07,37,11,0.0,val,1,0.0022835573517573
S15872,291,2,2026-06-07,26,24,0.0,val,1,0.0025910618148615
S18104,291,2,2026-06-07,47,27,0.0,val,1,0.0025375368791129
S25268,291,2,2026-06-07,55,30,0.0,val,1,0.0026286625388886
S29827,291,2,2026-06-07,54,26,0.0,val,1,0.0024709591822952
S32313,291,2,2026-06-07,58,16,0.0,val,1,0.0025089178725614
S34167,291,2,2026-06-07,55,27,0.0,val,1,0.0024798710258296
S37356,291,2,2026-06-07,42,13,0.0,val,1,0.0020547036287287
S38063,291,2,2026-06-07,45,20,0.0041884375526714,val,1,0.0028426926870919
S39894,291,2,2026-06-07,27,30,0.0016732823605064,val,1,0.0019854548602836
S01269,291,2,2026-06-07,34,14,0.0,val,2,0.0025164043602349
S04612,291,2,2026-06-07,47,21,0.0,val,2,0.0028800176825412
S06996,291,2,2026-06-07,43,14,0.0,val,2,0.0025013369243584
S10748,291,2,2026-06-07,37,17,0.0,val,2,0.0024023328883273
S11166,291,2,2026-06-07,37,13,0.0145557139231114,val,2,0.0026402674761746
S12128,291,2,2026-06-07,47,18,0.0,val,2,0.0028375532156481
S13473,291,2,2026-06-07,36,11,0.0018502799618775,val,2,0.0022517213069055
S14900,291,2,2026-06-07,39,11,0.0,val,2,0.002341231474135
S15872,291,2,2026-06-07,24,24,0.0,val,2,0.0026667301713959
S18104,291,2,2026-06-07,49,27,0.0,val,2,0.0024935121943652
S25268,291,2,2026-06-07,54,30,0.0,val,2,0.0020535401336014
S29827,291,2,2026-06-07,52,26,0.0,val,2,0.0021363920795585
S32313,291,2,2026-06-07,56,16,0.0,val,2,0.0024761995839689
S34167,291,2,2026-06-07,57,28,0.0,val,2,0.0019143840794992
S37356,291,2,2026-06-07,43,13,0.0,val,2,0.0024880816040224
S38063,291,2,2026-06-07,43,20,0.0041884375526714,val,2,0.0025084580695173
S39894,291,2,2026-06-07,40,32,0.0016732823605064,val,2,0.0024136460010027
S01269,291,2,2026-06-07,40,14,0.0,val,3,0.0019876675188936
S04612,291,2,2026-06-07,42,21,0.0,val,3,0.0024460977911194
S06996,291,2,2026-06-07,49,14,0.0,val,3,0.0021904355334455
S10748,291,2,2026-06-07,30,17,0.0,val,3,0.0024502181319885
S11166,291,2,2026-06-07,47,12,0.0145557139231114,val,3,0.0019783411732085
S12128,291,2,2026-06-07,53,18,0.0,val,3,0.0026071578994346
S13473,291,2,2026-06-07,37,32,0.0018502799618775,val,3,0.0021360070862552
S14900,291,2,2026-06-07,37,32,0.0,val,3,0.003303769516215
S15872,291,2,2026-06-07,30,24,0.0,val,3,0.0029178173642786
S18104,291,2,2026-06-07,42,27,0.0,val,3,0.0025042139741258
S25268,291,2,2026-06-07,63,26,0.0,val,3,0.0019271157217447
S29827,291,2,2026-06-07,58,26,0.0,val,3,0.0025350688634516
S32313,291,2,2026-06-07,58,15,0.0,val,3,0.0019847462867891
S34167,291,2,2026-06-07,51,27,0.0,val,3,0.0024845175128948
S37356,291,2,2026-06-07,40,13,0.0,val,3,0.0025365289180467
S38063,291,2,2026-06-07,50,20,0.0041884375526714,val,3,0.0025249972916925
S39894,291,2,2026-06-07,44,30,0.0016732823605064,val,3,0.0024182438043076
S01269,291,2,2026-06-07,38,14,0.0,val,4,0.0024479986564171
S04612,291,2,2026-06-07,44,21,0.0,val,4,0.0029579853921379
S06996,291,2,2026-06-07,47,14,0.0,val,4,0.0024232657790309
S10748,291,2,2026-06-07,32,17,0.0,val,4,0.002872155320296
S11166,291,2,2026-06-07,41,12,0.0145557139231114,val,4,0.0027068949105488
S12128,291,2,2026-06-07,51,18,0.0,val,4,0.002762382635334
S13473,291,2,2026-06-07,35,32,0.0018502799618775,val,4,0.0021552858071915
S14900,291,2,2026-06-07,35,32,0.0,val,4,0.0031782443879271
S15872,291,2,2026-06-07,28,24,0.0,val,4,0.0029669361945163
S18104,291,2,2026-06-07,45,27,0.0,val,4,0.0025301195521446
S25268,291,2,2026-06-07,59,28,0.0,val,4,0.0019145722781459
S29827,291,2,2026-06-07,56,26,0.0,val,4,0.0022243408543415
S32313,291,2,2026-06-07,60,16,0.0,val,4,0.0020672488938564
S34167,291,2,2026-06-07,53,27,0.0,val,4,0.0019607562424722
S37356,291,2,2026-06-07,41,13,0.0,val,4,0.0026658747342779
S38063,291,2,2026-06-07,48,20,0.0041884375526714,val,4,0.0028540117066732
S39894,291,2,2026-06-07,30,30,0.0016732823605064,val,4,0.0024600422195134
S01190,291,3,2026-06-07,22,19,0.0,val,1,0.0035150391405792
S01261,291,3,2026-06-07,41,24,0.008800899568809,val,1,0.0034715086788371
S04082,291,3,2026-06-07,42,20,0.0,val,1,0.0034169513337932
S06569,291,3,2026-06-07,24,20,0.0,val,1,0.0035115828636591
S10079,291,3,2026-06-07,34,26,0.0026649079346695,val,1,0.0034571679455389
S10999,291,3,2026-06-07,13,22,0.0175096673092749,val,1,0.0032608750262863
S11012,291,3,2026-06-07,30,15,0.0141521593170755,val,1,0.0034472960185639
S13472,291,3,2026-06-07,48,12,0.0,val,1,0.0032945697986442
