ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00254,58,13,2025-11-30,35,27,0.0,test,1,0.0025039855932941
S00255,58,13,2025-11-30,37,22,0.0,test,1,0.0027978446002567
S00256,58,16,2025-11-30,36,25,0.0,test,1,0.0024334465328554
S00304,58,13,2025-11-30,40,20,0.0044337985699438,test,1,0.0027472107974104
S00807,58,14,2025-11-30,58,27,0.0,test,1,0.0029811625743315
S00953,58,23,2025-11-30,34,28,0.0,test,1,0.0028343500071335
S00955,58,23,2025-11-30,62,26,0.0,test,1,0.0029553773840864
S01007,58,8,2025-11-30,34,13,0.0,test,1,0.0024843794481044
S01078,58,7,2025-11-30,24,18,0.0,test,1,0.0020670787724693
S01315,58,21,2025-11-30,50,16,0.0042792443732672,test,1,0.0014443747412741
S01375,58,19,2025-11-30,43,15,0.0,test,1,0.001872820878007
S01442,58,7,2025-11-30,38,17,0.0101851119952455,test,1,0.0015175862171016
S01629,58,23,2025-11-30,38,21,0.0130685154832545,test,1,0.0028516059258434
S01633,58,3,2025-11-30,22,21,0.0058765278824694,test,1,0.0032650206383232
S01635,58,2,2025-11-30,38,27,0.0029003775743039,test,1,0.0028353985218081
S01642,58,17,2025-11-30,17,24,0.0059215836959856,test,1,0.0029650137735923
S01645,58,5,2025-11-30,20,18,0.0087629593060159,test,1,0.0030870028477111
S01646,58,17,2025-11-30,35,25,0.0014599912459277,test,1,0.0029773829170211
S01653,58,1,2025-11-30,49,14,0.0029470188858252,test,1,0.0029742618524677
S01663,58,14,2025-11-30,47,24,0.0,test,1,0.003173200628252
S01667,58,4,2025-11-30,47,15,0.0,test,1,0.0024819355091703
S02049,58,10,2025-11-30,53,27,0.0,test,1,0.0016408749834789
S02342,58,11,2025-11-30,36,18,0.0,test,1,0.0018196620064934
S02451,58,19,2025-11-30,60,21,0.0,test,1,0.0019907136703001
S02596,58,22,2025-11-30,23,20,0.0056916434763688,test,1,0.0031677786512396
S02597,58,23,2025-11-30,55,17,0.0,test,1,0.0029451518235696
S02620,58,23,2025-11-30,48,29,0.0,test,1,0.0028737651078665
S02656,58,10,2025-11-30,40,14,0.0,test,1,0.0015637273992831
S02659,58,11,2025-11-30,13,23,0.0,test,1,0.0017954241274488
S02699,58,22,2025-11-30,48,30,0.0,test,1,0.0029943751121903
S02703,58,9,2025-11-30,59,26,0.0,test,1,0.0018366156874974
S02713,58,2,2025-11-30,50,27,0.0,test,1,0.0028756208513222
S02790,58,8,2025-11-30,52,19,0.0,test,1,0.0027312050048733
S02871,58,19,2025-11-30,29,15,0.0,test,1,0.0018132392564429
S02872,58,21,2025-11-30,16,19,0.0,test,1,0.0017098461735469
S03134,58,4,2025-11-30,44,32,0.0,test,1,0.0029548709285852
S04357,58,3,2025-11-30,37,16,0.0,test,1,0.0031958834787544
S04360,58,17,2025-11-30,49,24,0.0,test,1,0.0030127705393292
S04706,58,9,2025-11-30,24,27,0.0,test,1,0.0016966864892794
S04988,58,23,2025-11-30,32,31,0.0,test,1,0.0028335249057504
S04992,58,1,2025-11-30,44,24,0.0,test,1,0.0030162443112708
S04994,58,23,2025-11-30,63,19,0.0,test,1,0.0029631318881753
S04997,58,5,2025-11-30,43,28,0.0,test,1,0.0032216660189193
S04999,58,1,2025-11-30,37,26,0.0,test,1,0.0029533164897678
S05012,58,4,2025-11-30,58,23,0.0,test,1,0.0032280320307161
S05155,58,21,2025-11-30,16,26,0.0,test,1,0.0018836300373554
S05299,58,21,2025-11-30,34,26,0.0,test,1,0.0013058905577844
S05449,58,22,2025-11-30,35,12,0.0193123571532024,test,1,0.0022302143145292
S05455,58,3,2025-11-30,50,24,0.0051647632210664,test,1,0.0031946622862202
S05474,58,8,2025-11-30,31,16,0.0,test,1,0.002444742928332
S05477,58,14,2025-11-30,48,25,0.0,test,1,0.0031304697786512
S05877,58,7,2025-11-30,63,25,0.0,test,1,0.002386909318685
S05882,58,9,2025-11-30,31,13,0.0,test,1,0.001604484417135
S06140,58,13,2025-11-30,51,12,0.0,test,1,0.0015576100698878
S06190,58,15,2025-11-30,58,18,0.0136161896586363,test,1,0.0025254225479887
S06262,58,22,2025-11-30,16,22,0.0090415419740396,test,1,0.0030558759060616
S06264,58,1,2025-11-30,43,17,0.0045115375537844,test,1,0.0029518757356734
S06266,58,5,2025-11-30,54,20,0.0106575255180188,test,1,0.0031780160889159
S06272,58,3,2025-11-30,33,13,0.0089623024281167,test,1,0.0031196480466998
S06418,58,5,2025-11-30,60,21,0.0,test,1,0.0032412865508772
S06421,58,7,2025-11-30,18,24,0.0,test,1,0.0018800085583783
S06695,58,11,2025-11-30,29,25,0.0,test,1,0.0017212631709546
S06740,58,19,2025-11-30,43,18,0.0022494693153375,test,1,0.0019178963341687
S06741,58,21,2025-11-30,30,25,0.0,test,1,0.0014450904376275
S06743,58,21,2025-11-30,32,21,0.0,test,1,0.0019218275771259
S06769,58,19,2025-11-30,21,27,0.0022622786653921,test,1,0.0018075268210504
S06774,58,15,2025-11-30,30,16,0.0044881520011559,test,1,0.0024655386525608
S06779,58,13,2025-11-30,21,17,0.0,test,1,0.0027505233835562
S06945,58,16,2025-11-30,49,20,0.0,test,1,0.0023894054785087
S07435,58,7,2025-11-30,55,21,0.0,test,1,0.0018667934453611
S07439,58,11,2025-11-30,47,24,0.0,test,1,0.0019414503443997
