ufs_serial,run_id,wafer_no,date,die_x,die_y,pred,health,clf_proba,split,position
S00015,2,4,2026-06-08,49,31,0.0031148966411569,0.0,0.400256452804537,train,1
S00136,2,22,2026-06-08,29,23,0.0029913092076122,0.0024124339857098,0.4225312416547274,train,1
S00137,2,1,2026-06-08,62,25,0.0026663621819058,0.0,0.4022351482614197,train,1
S00142,2,17,2026-06-08,25,28,0.0030628057161866,0.0023883666839667,0.446617735150753,train,1
S00145,2,17,2026-06-08,60,25,0.0032192612612424,0.0048074365336157,0.3564823314256992,train,1
S00146,2,1,2026-06-08,48,16,0.0029020958294239,0.0,0.44448872154935,train,1
S00148,2,17,2026-06-08,21,22,0.0029803406152526,0.0023848940713548,0.3944984733660228,train,1
S00149,2,17,2026-06-08,45,19,0.0029967031112958,0.0,0.3911111785222309,train,1
S00151,2,9,2026-06-08,37,22,0.0014403697812086,0.0,0.3580555364186875,train,1
S00153,2,7,2026-06-08,47,24,0.0013725547876857,0.0,0.2766406001480286,train,1
S00154,2,15,2026-06-08,48,24,0.0030445464019084,0.0024048348309115,0.3640940296436561,train,1
S00155,2,10,2026-06-08,39,13,0.0014543900304079,0.0,0.3407063531917152,train,1
S00156,2,11,2026-06-08,25,17,0.0013099173499615,0.0,0.2475368604525607,train,1
S00158,2,11,2026-06-08,39,30,0.0016640758363887,0.0,0.3488853205035582,train,1
S00162,2,23,2026-06-08,16,22,0.0027983445668556,0.0,0.3638794217694383,train,1
S00165,2,23,2026-06-08,55,25,0.0031809895703823,0.0,0.3668827529704397,train,1
S00166,2,23,2026-06-08,33,21,0.0028245688866375,0.0,0.3393647533514355,train,1
S00252,2,16,2026-06-08,16,19,0.0023707972871347,0.0,0.4429491088119803,train,1
S00303,2,13,2026-06-08,52,15,0.0015791872038095,0.0044147169073886,0.4037043381646044,train,1
S00352,2,20,2026-06-08,27,14,0.002050477297999,0.0,0.4165384905807062,train,1
S00599,2,19,2026-06-08,18,15,0.001783809560482,0.0,0.2979502400546059,train,1
S00786,2,21,2026-06-08,42,31,0.0019465710852542,0.0,0.4607806378530504,train,1
S00789,2,15,2026-06-08,15,21,0.002260465022118,0.0,0.4288192409699712,train,1
S00921,2,11,2026-06-08,60,15,0.0019686052300595,0.0,0.2927102661689874,train,1
S00960,2,1,2026-06-08,53,25,0.0028712071628315,0.0,0.4609764367062087,train,1
S00962,2,8,2026-06-08,41,26,0.0021015984009839,0.0,0.3923465491441391,train,1
S01008,2,8,2026-06-08,49,16,0.0022051127771937,0.0,0.3850100061139528,train,1
S01077,2,10,2026-06-08,26,18,0.0010817830213321,0.0,0.4006009822796872,train,1
S01079,2,15,2026-06-08,55,17,0.0024173036952314,0.0,0.3684168377893956,train,1
S01091,2,21,2026-06-08,62,24,0.0019865941725131,0.0,0.371501574628452,train,1
S01092,2,21,2026-06-08,24,21,0.0018882248112418,0.0,0.3323973046924254,train,1
S01318,2,20,2026-06-08,31,15,0.0020842942722624,0.0,0.3141439480088205,train,1
S01366,2,13,2026-06-08,28,20,0.003089018712288,0.0,0.4481445199697105,train,1
S01372,2,19,2026-06-08,20,16,0.0016029538260744,0.0,0.3511029117868419,train,1
S01373,2,19,2026-06-08,34,19,0.0019091726909415,0.0,0.3758285031399208,train,1
S01376,2,7,2026-06-08,47,13,0.0023174121450372,0.0,0.3806629347443651,train,1
S01378,2,7,2026-06-08,19,22,0.0022396931477263,0.0048896628395462,0.2955022364592685,train,1
S01450,2,16,2026-06-08,54,15,0.0025665959220329,0.0104365407922051,0.372698124661656,train,1
S01628,2,23,2026-06-08,49,22,0.0030026959453907,0.0058928846678286,0.3116720723931649,train,1
S01630,2,23,2026-06-08,44,15,0.0026087251035435,0.0103005486322683,0.3786205490984812,train,1
S01632,2,2,2026-06-08,51,25,0.0026077356296343,0.0116017134120008,0.3774377377759779,train,1
S01634,2,3,2026-06-08,42,24,0.0032363081966027,0.0,0.3924791629784483,train,1
S01637,2,3,2026-06-08,44,28,0.0031012494483809,0.0058957682737676,0.3976625303840831,train,1
S01638,2,2,2026-06-08,42,23,0.0029839849142455,0.0071619818370987,0.3730834014811031,train,1
S01643,2,5,2026-06-08,48,21,0.0032461741079545,0.0014691710564433,0.417285804256095,train,1
S01644,2,5,2026-06-08,28,18,0.00334850535495,0.0042911414263512,0.3661029980009654,train,1
S01647,2,1,2026-06-08,26,18,0.0032413043585022,0.0101870803575873,0.4175241719527273,train,1
S01662,2,4,2026-06-08,33,30,0.0021440767081902,0.0043318719439384,0.358852359603379,train,1
S02147,2,8,2026-06-08,33,28,0.0019507712038668,0.0,0.3936342363712864,train,1
S02174,2,16,2026-06-08,34,21,0.0026050939607744,0.0,0.4576411871202928,train,1
S02181,2,21,2026-06-08,54,14,0.0016602062663083,0.0,0.2982839865546181,train,1
S02343,2,9,2026-06-08,23,15,0.0017112998330094,0.0,0.3067763138954029,train,1
S02344,2,11,2026-06-08,24,18,0.0022728738439116,0.0,0.2462926016830525,train,1
S02346,2,19,2026-06-08,44,16,0.0012286089206475,0.0,0.3758498263058648,train,1
S02349,2,7,2026-06-08,25,17,0.0016961101998481,0.0,0.3334863561484021,train,1
S02381,2,20,2026-06-08,18,16,0.0017804113761873,0.0,0.3815468365444441,train,1
S02453,2,21,2026-06-08,51,27,0.0017689973229925,0.0,0.3796553997537772,train,1
S02587,2,20,2026-06-08,34,19,0.0026640322370451,0.0,0.4017640070593424,train,1
S02599,2,23,2026-06-08,43,25,0.0026470121766215,0.0,0.3368868715941003,train,1
S02600,2,2,2026-06-08,28,16,0.003047265793399,0.0028503263250863,0.3981118870768028,train,1
S02605,2,5,2026-06-08,24,16,0.0032380458748547,0.0,0.3722169997864233,train,1
S02693,2,17,2026-06-08,38,31,0.0029746979501696,0.0,0.4101527429333931,train,1
S02698,2,2,2026-06-08,46,27,0.0029007885703885,0.0,0.4325417202661771,train,1
S02700,2,5,2026-06-08,36,16,0.0033305986968586,0.0,0.3871983550714277,train,1
S02705,2,16,2026-06-08,38,26,0.0017984078663661,0.0,0.35920195454471,train,1
S02710,2,11,2026-06-08,29,26,0.001853123622268,0.0,0.3933626086988993,train,1
S02712,2,23,2026-06-08,36,31,0.0024958594716383,0.0,0.292945657424886,train,1
S02714,2,2,2026-06-08,32,14,0.0030568698131248,0.0,0.4226215510502535,train,1
S02792,2,14,2026-06-08,29,18,0.0029818129352173,0.0,0.4456803619878242,train,1
S02831,2,5,2026-06-08,23,29,0.0032868860111589,0.0,0.4024441106428089,train,1
S02832,2,1,2026-06-08,62,19,0.0029288788864153,0.0,0.4097369344714376,train,1
S02833,2,1,2026-06-08,32,24,0.0031754316977453,0.0,0.4590442404883042,train,1
S02839,2,9,2026-06-08,37,18,0.0019944599609233,0.0,0.3682111139314985,train,1
S02842,2,15,2026-06-08,52,28,0.0027107267193757,0.0,0.4668178228955796,train,1
S02844,2,10,2026-06-08,47,15,0.0018820243143645,0.0,0.3695373413180094,train,1
S02847,2,2,2026-06-08,31,22,0.003025317199496,0.0,0.4321503364159992,train,1
S02868,2,19,2026-06-08,42,19,0.0015871848429568,0.0,0.3037390844974942,train,1
S02869,2,19,2026-06-08,51,15,0.0019884761903974,0.0,0.38572187676687,train,1
S02874,2,19,2026-06-08,19,20,0.0015428530600075,0.0,0.3689672290943266,train,1
S03127,2,3,2026-06-08,22,14,0.0014244584757673,0.0,0.3366260104369131,train,1
S03334,2,13,2026-06-08,41,17,0.0028201629951961,0.0,0.420621054761896,train,1
S03337,2,13,2026-06-08,24,26,0.0023190337256796,0.0,0.4137617875713521,train,1
S03339,2,16,2026-06-08,22,26,0.0021078950782616,0.0,0.356739573345991,train,1
S03371,2,14,2026-06-08,49,17,0.0023239736772722,0.0,0.4592212472998227,train,1
S03778,2,9,2026-06-08,26,26,0.0020538536835493,0.0,0.3639495031044168,train,1
S03780,2,16,2026-06-08,32,25,0.0027669373515505,0.0,0.4310546838391878,train,1
S03781,2,15,2026-06-08,24,23,0.0023955716114962,0.0,0.3736640723481821,train,1
S03790,2,21,2026-06-08,45,19,0.0019624723109262,0.0,0.3326315356439066,train,1
