ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00263,51,6,2025-11-26,33,23,0.0,val,1,0.0026878544977905
S00480,51,15,2025-11-26,44,22,0.0048673953069299,val,1,0.0027519917810343
S00489,51,12,2025-11-26,17,21,0.0,val,1,0.0028804835274856
S00694,51,4,2025-11-26,36,29,0.0,val,1,0.0027630072971195
S00695,51,4,2025-11-26,28,21,0.0,val,1,0.0028366319524606
S00704,51,17,2025-11-26,26,14,0.0,val,1,0.0005061566470032
S00709,51,17,2025-11-26,20,21,0.0,val,1,0.0004762199957913
S00714,51,22,2025-11-26,19,20,0.0,val,1,0.0005494012841573
S00750,51,10,2025-11-26,56,21,0.0,val,1,0.0024293984272613
S00753,51,11,2025-11-26,54,25,0.0,val,1,0.0019006364741934
S00917,51,18,2025-11-26,53,13,0.0,val,1,0.0010031149066465
S01110,51,16,2025-11-26,29,19,0.0,val,1,0.0005773014730007
S01117,51,23,2025-11-26,26,15,0.0,val,1,0.0004412691511337
S01764,51,19,2025-11-26,39,13,0.0,val,1,0.0007301878978864
S01771,51,21,2025-11-26,53,15,0.0,val,1,0.0005538295838129
S01776,51,21,2025-11-26,38,17,0.0,val,1,0.0005509014427586
S01800,51,14,2025-11-26,29,26,0.0102070754191091,val,1,0.0027745695456804
S01940,51,12,2025-11-26,34,14,0.0,val,1,0.0027666437614795
S02096,51,15,2025-11-26,38,29,0.0,val,1,0.0025479323862498
S02098,51,1,2025-11-26,44,29,0.0,val,1,0.00264806131559
S02100,51,7,2025-11-26,42,30,0.0,val,1,0.0027841831765368
S02173,51,22,2025-11-26,26,23,0.0,val,1,0.0005108415691093
S02401,51,6,2025-11-26,37,26,0.0,val,1,0.0023685592983781
S02403,51,7,2025-11-26,53,21,0.0,val,1,0.0027715930228824
S02404,51,5,2025-11-26,25,28,0.0,val,1,0.0030862825941183
S02406,51,5,2025-11-26,46,30,0.0,val,1,0.0030343942977819
S02407,51,3,2025-11-26,55,18,0.0,val,1,0.0031031675296802
S02727,51,22,2025-11-26,27,20,0.0,val,1,0.0005043142086818
S02886,51,19,2025-11-26,38,17,0.0,val,1,0.0006565407725796
S03143,51,4,2025-11-26,39,16,0.0,val,1,0.0025736385418836
S03304,51,11,2025-11-26,53,29,0.0,val,1,0.0017612287780416
S03663,51,7,2025-11-26,35,27,0.0,val,1,0.0029271866769724
S03665,51,6,2025-11-26,58,17,0.0,val,1,0.0029076120227882
S03735,51,15,2025-11-26,35,29,0.0,val,1,0.0027389199332098
S03740,51,19,2025-11-26,49,19,0.0,val,1,0.0006733733191544
S03741,51,18,2025-11-26,54,15,0.0,val,1,0.0006037654179591
S03743,51,19,2025-11-26,45,24,0.0,val,1,0.0006076734124501
S03744,51,19,2025-11-26,13,21,0.0,val,1,0.0008871666927313
S03816,51,20,2025-11-26,58,29,0.0,val,1,0.0011995677926215
S03818,51,13,2025-11-26,25,13,0.0,val,1,0.0030925430266028
S03911,51,22,2025-11-26,63,19,0.0,val,1,0.0006333972909357
S04165,51,20,2025-11-26,28,29,0.0,val,1,0.0004953633128413
S04174,51,17,2025-11-26,49,22,0.0,val,1,0.0005846486354442
S04378,51,11,2025-11-26,54,14,0.0,val,1,0.0018584890247518
S04379,51,11,2025-11-26,30,22,0.0,val,1,0.0023597517502964
S04402,51,6,2025-11-26,62,21,0.0,val,1,0.0030355595273456
S04403,51,5,2025-11-26,42,21,0.0,val,1,0.0029379040169176
S04405,51,7,2025-11-26,29,18,0.0,val,1,0.0028868699968248
S04406,51,4,2025-11-26,35,12,0.0,val,1,0.0027137926083157
S04408,51,3,2025-11-26,50,14,0.0,val,1,0.003102464708592
S04410,51,5,2025-11-26,42,17,0.0,val,1,0.0024971183160596
S04750,51,1,2025-11-26,41,25,0.0,val,1,0.002708539725652
S04770,51,6,2025-11-26,38,26,0.0,val,1,0.0024955532650421
S04771,51,3,2025-11-26,26,20,0.0,val,1,0.0031039341126892
S05023,51,15,2025-11-26,57,29,0.0,val,1,0.0029737681483575
S05092,51,22,2025-11-26,50,24,0.0,val,1,0.0004761069641079
S05291,51,17,2025-11-26,17,25,0.0,val,1,0.0004962157724321
S05325,51,15,2025-11-26,36,15,0.0,val,1,0.0026790213265518
S05339,51,12,2025-11-26,49,16,0.0017302724569868,val,1,0.0027370832950992
S05948,51,16,2025-11-26,46,26,0.0,val,1,0.0006224605847527
S05955,51,19,2025-11-26,15,18,0.0,val,1,0.0006846787549148
S05956,51,19,2025-11-26,14,21,0.0,val,1,0.0008705366027825
S05957,51,20,2025-11-26,63,18,0.0,val,1,0.0009086842163341
S06169,51,6,2025-11-26,51,20,0.0120893688960241,val,1,0.0026710369335816
S07157,51,13,2025-11-26,35,12,0.0,val,1,0.0029813683919575
S07403,51,21,2025-11-26,42,18,0.0,val,1,0.0006232273094373
S07410,51,19,2025-11-26,21,21,0.014890381921818,val,1,0.0008573926785991
S07476,51,3,2025-11-26,36,13,0.0100746841344719,val,1,0.0029141655048865
S07483,51,6,2025-11-26,44,13,0.010247754713702,val,1,0.0026528389414147
S07485,51,3,2025-11-26,30,22,0.0119197515319398,val,1,0.0031662480050196
S07810,51,1,2025-11-26,46,21,0.0085894394829053,val,1,0.0027222173199442
S07815,51,7,2025-11-26,37,22,0.0148926288122497,val,1,0.002857894491956
S07822,51,12,2025-11-26,30,16,0.0132266155698821,val,1,0.0026863900084278
S08154,51,12,2025-11-26,54,25,0.0083775811209439,val,1,0.0027431272390291
S08158,51,9,2025-11-26,37,24,0.0092424062800012,val,1,0.002449796692708
S08160,51,9,2025-11-26,56,18,0.0146770525952327,val,1,0.0027210404164051
S08766,51,4,2025-11-26,54,14,0.0,val,1,0.0030544368527124
