ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00054,42,1,2025-11-21,47,31,0.0,val,1,0.003241337220501
S00533,42,12,2025-11-21,51,22,0.0044184258135637,val,1,0.002921933788198
S00535,42,16,2025-11-21,15,23,0.0,val,1,0.0032095947556279
S00542,42,13,2025-11-21,27,28,0.0,val,1,0.0033018143463189
S00544,42,7,2025-11-21,59,27,0.0,val,1,0.0032586249653235
S00546,42,5,2025-11-21,39,28,0.0,val,1,0.0034215245339326
S00556,42,6,2025-11-21,59,27,0.0,val,1,0.003294852190172
S00563,42,1,2025-11-21,49,30,0.0,val,1,0.0031822110175746
S00850,42,23,2025-11-21,34,27,0.0,val,1,0.0009963053470603
S00854,42,18,2025-11-21,40,13,0.0,val,1,0.0007386041858928
S01334,42,23,2025-11-21,31,30,0.0,val,1,0.0008354792863622
S01338,42,20,2025-11-21,23,25,0.0,val,1,0.0014261506241349
S02023,42,1,2025-11-21,31,22,0.0,val,1,0.0034091443672927
S02026,42,1,2025-11-21,43,19,0.0,val,1,0.0033086814409677
S02229,42,24,2025-11-21,35,13,0.0,val,1,0.000522602367428
S02365,42,8,2025-11-21,29,12,0.0,val,1,0.0029819302320819
S02625,42,2,2025-11-21,44,24,0.0,val,1,0.0033247969639479
S02630,42,16,2025-11-21,50,27,0.0,val,1,0.0031434706317446
S03164,42,18,2025-11-21,21,29,0.0123332712947453,val,1,0.002208476604832
S03172,42,13,2025-11-21,36,11,0.0046235998958062,val,1,0.0028698128881082
S03391,42,25,2025-11-21,41,16,0.0,val,1,0.0013083911630876
S03622,42,25,2025-11-21,40,32,0.0,val,1,0.0027129534257225
S03809,42,10,2025-11-21,58,28,0.0,val,1,0.0033100620057365
S03981,42,25,2025-11-21,30,29,0.0,val,1,0.002178866435276
S04025,42,10,2025-11-21,57,29,0.0,val,1,0.0032282617661141
S04117,42,18,2025-11-21,45,31,0.0,val,1,0.0007526794302089
S04478,42,14,2025-11-21,53,16,0.0,val,1,0.0032583577630151
S04481,42,8,2025-11-21,41,26,0.0,val,1,0.0032586448672068
S04485,42,6,2025-11-21,53,26,0.0,val,1,0.0033320188492409
