idx,y_pred,clf_proba,diff,diff_abs,is_fp
0,0.0006234064428401447,0.07431221074100373,-0.0006234064428401447,0.0006234064428401447,False
1,0.000917002109135415,0.10570944214378938,-0.000917002109135415,0.000917002109135415,False
2,0.0011759607795150395,0.1375937881853988,-0.0011759607795150395,0.0011759607795150395,False
3,0.0012568726611733422,0.14775104757944654,-0.0012568726611733422,0.0012568726611733422,False
4,0.001588529773618785,0.18829643741461488,-0.001588529773618785,0.001588529773618785,False
5,0.0010461193405443968,0.12449485532312869,-0.0010461193405443968,0.0010461193405443968,False
6,0.0008833343711008692,0.10356400652047289,-0.0008833343711008692,0.0008833343711008692,False
7,0.0026176964907812274,0.3067906036646097,-0.0026176964907812274,0.0026176964907812274,False
8,0.002674379442839803,0.31815193808606107,-0.002674379442839803,0.002674379442839803,False
9,0.0036798345645272556,0.4406987969472491,-0.0036798345645272556,0.0036798345645272556,False
10,0.0034966943914937184,0.41060517974702726,-0.0034966943914937184,0.0034966943914937184,False
11,0.003170956418405614,0.3757509200684168,-0.003170956418405614,0.003170956418405614,False
12,0.0028238614317167357,0.32628810594813434,-0.0028238614317167357,0.0028238614317167357,False
13,0.003446659622584735,0.40371779443978295,-0.003446659622584735,0.003446659622584735,False
14,0.004387846975725468,0.5107662609459743,-0.004387846975725468,0.004387846975725468,True
15,0.0034224852015051275,0.4105811786570675,-0.0034224852015051275,0.0034224852015051275,False
16,0.003966915403570491,0.4691967520764646,-0.003966915403570491,0.003966915403570491,False
17,0.002723209819982495,0.3190235114808622,-0.002723209819982495,0.002723209819982495,False
18,0.004024679137991816,0.48446013606569616,-0.004024679137991816,0.004024679137991816,False
19,0.002916491998181858,0.3383647267259457,-0.002916491998181858,0.002916491998181858,False
20,0.004231636133530895,0.4943671607027431,-0.004231636133530895,0.004231636133530895,False
21,0.0026900395327443018,0.30454472744458516,-0.0026900395327443018,0.0026900395327443018,False
22,0.004143509138797031,0.4792960999759793,-0.004143509138797031,0.004143509138797031,False
23,0.0031866363668929818,0.37119393776741316,-0.0031866363668929818,0.0031866363668929818,False
24,0.0020121042527252264,0.2339897235656495,-0.0020121042527252264,0.0020121042527252264,False
25,0.00346772788544918,0.3994997470828056,-0.00346772788544918,0.00346772788544918,False
26,0.0027856039861904832,0.31798635551482596,-0.0027856039861904832,0.0027856039861904832,False
27,0.002521850204739785,0.3016216499719244,-0.002521850204739785,0.002521850204739785,False
28,0.0015736140103697564,0.18342395849379386,-0.0015736140103697564,0.0015736140103697564,False
29,0.003541263457448724,0.4272352586614726,-0.003541263457448724,0.003541263457448724,False
30,0.0034081179374737675,0.394561010649161,-0.0034081179374737675,0.0034081179374737675,False
31,0.003026667145025826,0.356839080809354,-0.003026667145025826,0.003026667145025826,False
32,0.00405198113755003,0.484669880493907,-0.00405198113755003,0.00405198113755003,False
33,0.0032618268371665763,0.3893037410406567,-0.0032618268371665763,0.0032618268371665763,False
34,0.0030052991454493517,0.3571838538530017,-0.0030052991454493517,0.0030052991454493517,False
35,0.0035901977486815116,0.4273203846755712,-0.0035901977486815116,0.0035901977486815116,False
36,0.0042275814164248315,0.5003995498423658,-0.0042275814164248315,0.0042275814164248315,True
37,0.0032310154571687597,0.3770901378298082,-0.0032310154571687597,0.0032310154571687597,False
38,0.004071864876859296,0.4610767020931158,-0.004071864876859296,0.004071864876859296,False
39,0.0037133060179271433,0.43175583819211444,-0.0037133060179271433,0.0037133060179271433,False
40,0.0030404634102488403,0.36236054354753394,-0.0030404634102488403,0.0030404634102488403,False
41,0.00333778278818305,0.3978086624206979,-0.00333778278818305,0.00333778278818305,False
42,0.0031172024071773486,0.36222193263141433,-0.0031172024071773486,0.0031172024071773486,False
43,0.0035153708278719054,0.40609446808122696,-0.0035153708278719054,0.0035153708278719054,False
44,0.003554583074620224,0.4145643155028993,-0.003554583074620224,0.003554583074620224,False
45,0.004251160251794589,0.48633127246275176,-0.004251160251794589,0.004251160251794589,False
46,0.0030636763210249744,0.35454289293244023,-0.0030636763210249744,0.0030636763210249744,False
47,0.004097784008143704,0.4728500609991429,-0.004097784008143704,0.004097784008143704,False
48,0.003327816711224194,0.3890361939217532,-0.003327816711224194,0.003327816711224194,False
49,0.0038561234467215863,0.45414328415037397,-0.0038561234467215863,0.0038561234467215863,False
50,0.003233616626180948,0.3758197111194116,-0.003233616626180948,0.003233616626180948,False
51,0.004026744469620642,0.4777722188320318,-0.004026744469620642,0.004026744469620642,False
52,0.0032742038214585716,0.38894941925803317,-0.0032742038214585716,0.0032742038214585716,False
53,0.00438483401102306,0.5143643291870008,-0.00438483401102306,0.00438483401102306,True
54,0.002526763238458535,0.29880661370318506,-0.002526763238458535,0.002526763238458535,False
55,0.0029057121653936523,0.347434352297022,-0.0029057121653936523,0.0029057121653936523,False
56,0.0033568122871464774,0.4046469934708544,-0.0033568122871464774,0.0033568122871464774,False
57,0.003634750819838473,0.42866281890546826,-0.003634750819838473,0.003634750819838473,False
58,0.0028862431605906113,0.34243082683739795,-0.0028862431605906113,0.0028862431605906113,False
59,0.0033966059071119286,0.40120374083786603,-0.0033966059071119286,0.0033966059071119286,False
60,0.0033313030733372554,0.395315849850776,-0.0033313030733372554,0.0033313030733372554,False
61,0.003088606415825525,0.35399954347491525,-0.003088606415825525,0.003088606415825525,False
62,0.003663815852896598,0.43070068235936965,-0.003663815852896598,0.003663815852896598,False
63,0.00212130874677346,0.2483613270908202,-0.00212130874677346,0.00212130874677346,False
64,0.0019433991017521748,0.23235355226847568,-0.0019433991017521748,0.0019433991017521748,False
65,0.001974765130570352,0.2314724887862181,-0.001974765130570352,0.001974765130570352,False
66,0.002300254457709878,0.26511730457169436,-0.002300254457709878,0.002300254457709878,False
67,0.0018184196906396344,0.2131328261978767,-0.0018184196906396344,0.0018184196906396344,False
68,0.0025614508060519186,0.30115333727942817,-0.0025614508060519186,0.0025614508060519186,False
69,0.0032878892840537046,0.3891452829760943,-0.0032878892840537046,0.0032878892840537046,False
70,0.0025513473964701517,0.30331195624450835,-0.0025513473964701517,0.0025513473964701517,False
71,0.0032733888201067884,0.38304729486597144,-0.0032733888201067884,0.0032733888201067884,False
72,0.001956965250586096,0.23212259312354044,-0.001956965250586096,0.001956965250586096,False
73,0.0036096892155275135,0.42784152883114185,-0.0036096892155275135,0.0036096892155275135,False
74,0.003637540672324729,0.43776596315779914,-0.003637540672324729,0.003637540672324729,False
75,0.003899256261927071,0.47342276815961915,-0.003899256261927071,0.003899256261927071,False
76,0.0037210392327373105,0.43589197818303843,-0.0037210392327373105,0.0037210392327373105,False
77,0.0023878717401132343,0.2841272412177087,-0.0023878717401132343,0.0023878717401132343,False
